Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2023-07-14,5.5,0.15020268884472948,0.15020268884472948
2023-07-17,4.5,-0.20462907492023122,-0.20462907492023122
2023-07-18,5.75,0.23891062978596966,0.23891062978596966
2023-07-19,6.0,0.32761857072720985,0.32761857072720985
2023-07-20,5.75,0.23891062978596966,0.23891062978596966
2023-07-21,2.75,-0.8255846615089124,-0.8255846615089124
2023-07-24,5.0,-0.02721319303775087,-0.02721319303775087
2023-07-25,4.0,-0.38204495680271155,-0.38204495680271155
2023-07-26,8.25,1.1259900391983715,1.1259900391983715
2023-07-31,3.75,-0.47075289774395174,-0.47075289774395174
2023-08-01,2.25,-1.0030005433913929,-1.0030005433913929
2023-08-02,6.75,0.5937423935509304,0.5937423935509304
2023-08-03,4.75,-0.11592113397899104,-0.11592113397899104
2023-08-07,3.75,-0.47075289774395174,-0.47075289774395174
2023-08-08,4.75,-0.11592113397899104,-0.11592113397899104
2023-08-09,4.0,-0.38204495680271155,-0.38204495680271155
2023-08-14,7.5,0.8598662163746509,0.8598662163746509
2023-08-15,7.5,0.8598662163746509,0.8598662163746509
2023-08-16,7.25,0.7711582754334108,0.7711582754334108
2023-08-17,4.25,-0.2933370158614714,-0.2933370158614714
2023-08-18,4.0,-0.38204495680271155,-0.38204495680271155
2023-08-21,4.0,-0.38204495680271155,-0.38204495680271155
2023-08-22,4.75,-0.11592113397899104,-0.11592113397899104
2023-08-23,3.75,-0.47075289774395174,-0.47075289774395174
2023-08-24,5.0,-0.02721319303775087,-0.02721319303775087
2023-08-25,5.5,0.15020268884472948,0.15020268884472948
2023-08-28,3.75,-0.47075289774395174,-0.47075289774395174
2023-08-29,4.5,-0.20462907492023122,-0.20462907492023122
2023-09-05,9.5,1.5695297439045723,1.5695297439045723
2023-09-06,8.0,1.0372820982571311,1.0372820982571311
2023-09-07,9.75,1.6582376848458125,1.6582376848458125
2023-09-08,11.75,2.3679012123757337,2.3679012123757337
2023-09-11,7.5,0.8598662163746509,0.8598662163746509
2023-09-12,8.25,1.1259900391983715,1.1259900391983715
2023-09-15,7.5,0.8598662163746509,0.8598662163746509
2023-09-18,6.75,0.5937423935509304,0.5937423935509304
2023-09-19,5.25,0.06149474790348931,0.06149474790348931
2023-09-20,2.75,-0.8255846615089124,-0.8255846615089124
2023-09-21,3.0,-0.7368767205676723,-0.7368767205676723
2023-09-22,2.25,-1.0030005433913929,-1.0030005433913929
2023-09-25,5.0,-0.02721319303775087,-0.02721319303775087
2023-09-26,3.25,-0.648168779626432,-0.648168779626432
2023-09-27,12.75,2.7227329761406946,2.7227329761406946
2023-10-02,4.0,-0.38204495680271155,-0.38204495680271155
2023-10-03,5.0,-0.02721319303775087,-0.02721319303775087
2023-10-04,2.75,-0.8255846615089124,-0.8255846615089124
2023-10-05,3.75,-0.47075289774395174,-0.47075289774395174
2023-10-09,5.25,0.06149474790348931,0.06149474790348931
2023-10-10,7.75,0.948574157315891,0.948574157315891
2023-10-13,4.25,-0.2933370158614714,-0.2933370158614714
2023-10-16,2.75,-0.8255846615089124,-0.8255846615089124
2023-10-17,6.5,0.5050344526096902,0.5050344526096902
2023-10-18,7.25,0.7711582754334108,0.7711582754334108
2023-10-19,5.75,0.23891062978596966,0.23891062978596966
2023-10-20,5.5,0.15020268884472948,0.15020268884472948
2023-10-23,10.5,1.924361507669533,1.924361507669533
2023-10-24,5.5,0.15020268884472948,0.15020268884472948
2023-10-25,7.0,0.6824503344921705,0.6824503344921705
2023-10-30,5.0,-0.02721319303775087,-0.02721319303775087
2023-10-31,4.0,-0.38204495680271155,-0.38204495680271155
2023-11-01,5.5,0.15020268884472948,0.15020268884472948
2023-11-02,7.5,0.8598662163746509,0.8598662163746509
2023-11-06,4.5,-0.20462907492023122,-0.20462907492023122
2023-11-07,5.0,-0.02721319303775087,-0.02721319303775087
2023-11-08,4.75,-0.11592113397899104,-0.11592113397899104
2023-11-09,4.5,-0.20462907492023122,-0.20462907492023122
2023-11-10,6.25,0.41632651166845003,0.41632651166845003
2023-11-13,7.25,0.7711582754334108,0.7711582754334108
2023-11-16,1.5,-1.2691243662151133,-1.2691243662151133
2023-11-17,4.25,-0.2933370158614714,-0.2933370158614714
2023-11-20,5.25,0.06149474790348931,0.06149474790348931
2023-11-21,3.0,-0.7368767205676723,-0.7368767205676723
2023-11-22,6.5,0.5050344526096902,0.5050344526096902
2023-11-23,1.0,-1.4465402480975937,-1.4465402480975937
2023-11-24,2.0,-1.091708484332633,-1.091708484332633
2023-11-27,6.0,0.32761857072720985,0.32761857072720985
2023-11-28,2.75,-0.8255846615089124,-0.8255846615089124
2023-12-01,6.0,0.32761857072720985,0.32761857072720985
2023-12-04,7.25,0.7711582754334108,0.7711582754334108
2023-12-05,3.25,-0.648168779626432,-0.648168779626432
2023-12-06,5.75,0.23891062978596966,0.23891062978596966
2023-12-07,6.0,0.32761857072720985,0.32761857072720985
2023-12-11,6.25,0.41632651166845003,0.41632651166845003
2023-12-14,8.0,1.0372820982571311,1.0372820982571311
2023-12-15,4.0,-0.38204495680271155,-0.38204495680271155
2023-12-18,2.0,-1.091708484332633,-1.091708484332633
2023-12-19,3.75,-0.47075289774395174,-0.47075289774395174
2023-12-20,4.5,-0.20462907492023122,-0.20462907492023122
2023-12-26,3.25,-0.648168779626432,-0.648168779626432
2023-12-27,6.75,0.5937423935509304,0.5937423935509304
2023-12-28,6.25,0.41632651166845003,0.41632651166845003
2023-12-29,5.5,0.15020268884472948,0.15020268884472948
2024-01-02,3.5,-0.5594608386851919,-0.5594608386851919
2024-01-03,7.0,0.6824503344921705,0.6824503344921705
2024-01-04,3.75,-0.47075289774395174,-0.47075289774395174
2024-01-08,4.75,-0.11592113397899104,-0.11592113397899104
2024-01-09,3.0,-0.7368767205676723,-0.7368767205676723
2024-01-10,4.0,-0.38204495680271155,-0.38204495680271155
2024-01-16,10.5,1.924361507669533,1.924361507669533
2024-01-17,4.0,-0.38204495680271155,-0.38204495680271155
2024-01-18,4.0,-0.38204495680271155,-0.38204495680271155
2024-01-19,6.0,0.32761857072720985,0.32761857072720985
2024-01-22,3.5,-0.5594608386851919,-0.5594608386851919
2024-01-23,2.25,-1.0030005433913929,-1.0030005433913929
2024-01-24,6.25,0.41632651166845003,0.41632651166845003
2024-01-29,3.75,-0.47075289774395174,-0.47075289774395174
2024-01-30,4.0,-0.38204495680271155,-0.38204495680271155
2024-01-31,8.0,1.0372820982571311,1.0372820982571311
2024-02-01,7.5,0.8598662163746509,0.8598662163746509
2024-02-05,4.25,-0.2933370158614714,-0.2933370158614714
2024-02-06,4.75,-0.11592113397899104,-0.11592113397899104
2024-02-07,3.75,-0.47075289774395174,-0.47075289774395174
2024-02-08,2.5,-0.9142926024501526,-0.9142926024501526
2024-02-12,4.25,-0.2933370158614714,-0.2933370158614714
2024-02-15,5.75,0.23891062978596966,0.23891062978596966
2024-02-20,3.75,-0.47075289774395174,-0.47075289774395174
2024-02-21,5.25,0.06149474790348931,0.06149474790348931
2024-02-22,3.0,-0.7368767205676723,-0.7368767205676723
2024-02-23,6.0,0.32761857072720985,0.32761857072720985
2024-02-26,4.5,-0.20462907492023122,-0.20462907492023122
2024-02-27,4.25,-0.2933370158614714,-0.2933370158614714
2024-03-01,13.0,2.8114409170819346,2.8114409170819346
2024-03-04,3.0,-0.7368767205676723,-0.7368767205676723
2024-03-05,2.25,-1.0030005433913929,-1.0030005433913929
2024-03-06,4.5,-0.20462907492023122,-0.20462907492023122
2024-03-07,3.75,-0.47075289774395174,-0.47075289774395174
2024-03-11,3.5,-0.5594608386851919,-0.5594608386851919
2024-03-13,2.75,-0.8255846615089124,-0.8255846615089124
2024-03-15,3.0,-0.7368767205676723,-0.7368767205676723
2024-03-18,3.75,-0.47075289774395174,-0.47075289774395174
2024-03-19,2.25,-1.0030005433913929,-1.0030005433913929
2024-03-20,2.5,-0.9142926024501526,-0.9142926024501526
2024-03-21,2.0,-1.091708484332633,-1.091708484332633
2024-03-22,2.0,-1.091708484332633,-1.091708484332633
2024-03-25,1.25,-1.3578323071563534,-1.3578323071563534
2024-03-26,4.0,-0.38204495680271155,-0.38204495680271155
2024-03-27,3.75,-0.47075289774395174,-0.47075289774395174
2024-04-01,2.75,-0.8255846615089124,-0.8255846615089124
2024-04-02,1.5,-1.2691243662151133,-1.2691243662151133
2024-04-03,4.75,-0.11592113397899104,-0.11592113397899104
2024-04-04,3.0,-0.7368767205676723,-0.7368767205676723
2024-04-08,3.5,-0.5594608386851919,-0.5594608386851919
2024-04-09,2.25,-1.0030005433913929,-1.0030005433913929
2024-04-12,4.5,-0.20462907492023122,-0.20462907492023122
2024-04-15,7.0,0.6824503344921705,0.6824503344921705
2024-04-16,4.25,-0.2933370158614714,-0.2933370158614714
2024-04-17,5.0,-0.02721319303775087,-0.02721319303775087
2024-04-18,4.0,-0.38204495680271155,-0.38204495680271155
2024-04-19,3.0,-0.7368767205676723,-0.7368767205676723
2024-04-22,3.75,-0.47075289774395174,-0.47075289774395174
2024-04-23,2.25,-1.0030005433913929,-1.0030005433913929
2024-04-24,3.0,-0.7368767205676723,-0.7368767205676723
2024-04-29,3.75,-0.47075289774395174,-0.47075289774395174
2024-04-30,3.75,-0.47075289774395174,-0.47075289774395174
2024-05-01,12.25,2.5453170942582144,2.5453170942582144
2024-05-02,8.25,1.1259900391983715,1.1259900391983715
2024-05-06,3.5,-0.5594608386851919,-0.5594608386851919
2024-05-07,4.25,-0.2933370158614714,-0.2933370158614714
2024-05-08,2.25,-1.0030005433913929,-1.0030005433913929
2024-05-09,2.75,-0.8255846615089124,-0.8255846615089124
2024-05-10,1.5,-1.2691243662151133,-1.2691243662151133
2024-05-13,2.25,-1.0030005433913929,-1.0030005433913929
2024-05-16,1.5,-1.2691243662151133,-1.2691243662151133
2024-05-17,4.0,-0.38204495680271155,-0.38204495680271155
2024-05-20,2.0,-1.091708484332633,-1.091708484332633
2024-05-21,1.75,-1.1804164252738731,-1.1804164252738731
2024-05-22,2.5,-0.9142926024501526,-0.9142926024501526
2024-05-23,3.25,-0.648168779626432,-0.648168779626432
2024-05-24,2.25,-1.0030005433913929,-1.0030005433913929
2024-05-28,6.75,0.5937423935509304,0.5937423935509304
2024-05-29,4.75,-0.11592113397899104,-0.11592113397899104
2024-06-03,2.5,-0.9142926024501526,-0.9142926024501526
2024-06-04,4.5,-0.20462907492023122,-0.20462907492023122
2024-06-05,3.5,-0.5594608386851919,-0.5594608386851919
2024-06-06,3.75,-0.47075289774395174,-0.47075289774395174
2024-06-10,2.5,-0.9142926024501526,-0.9142926024501526
2024-06-11,5.75,0.23891062978596966,0.23891062978596966
2024-06-14,3.0,-0.7368767205676723,-0.7368767205676723
2024-06-17,3.0,-0.7368767205676723,-0.7368767205676723
2024-06-18,3.0,-0.7368767205676723,-0.7368767205676723
2024-06-20,3.75,-0.47075289774395174,-0.47075289774395174
2024-06-21,2.0,-1.091708484332633,-1.091708484332633
2024-06-24,2.75,-0.8255846615089124,-0.8255846615089124
2024-06-25,1.5,-1.2691243662151133,-1.2691243662151133
2024-06-26,3.0,-0.7368767205676723,-0.7368767205676723
2024-07-01,2.5,-0.9142926024501526,-0.9142926024501526
2024-07-02,2.75,-0.8255846615089124,-0.8255846615089124
2024-07-03,7.75,0.948574157315891,0.948574157315891
2024-07-08,2.75,-0.8255846615089124,-0.8255846615089124
2024-07-09,5.25,0.06149474790348931,0.06149474790348931
2024-07-10,2.75,-0.8255846615089124,-0.8255846615089124
2024-07-15,3.25,-0.648168779626432,-0.648168779626432
2024-07-16,5.25,0.06149474790348931,0.06149474790348931
2024-07-17,3.25,-0.648168779626432,-0.648168779626432
2024-07-18,3.0,-0.7368767205676723,-0.7368767205676723
2024-07-19,2.75,-0.8255846615089124,-0.8255846615089124
2024-07-22,6.0,0.32761857072720985,0.32761857072720985
2024-07-23,2.5,-0.9142926024501526,-0.9142926024501526
2024-07-24,8.0,1.0372820982571311,1.0372820982571311
2024-07-29,2.0,-1.091708484332633,-1.091708484332633
2024-07-30,5.0,-0.02721319303775087,-0.02721319303775087
2024-07-31,5.0,-0.02721319303775087,-0.02721319303775087
2024-08-01,3.5,-0.5594608386851919,-0.5594608386851919
2024-08-05,10.75,2.013069448610773,2.013069448610773
2024-08-06,8.5,1.2146979801396116,1.2146979801396116
2024-08-07,4.75,-0.11592113397899104,-0.11592113397899104
2024-08-08,4.25,-0.2933370158614714,-0.2933370158614714
2024-08-09,3.25,-0.648168779626432,-0.648168779626432
2024-08-12,6.0,0.32761857072720985,0.32761857072720985
2024-08-15,3.75,-0.47075289774395174,-0.47075289774395174
2024-08-16,4.25,-0.2933370158614714,-0.2933370158614714
2024-08-19,4.5,-0.20462907492023122,-0.20462907492023122
2024-08-20,3.5,-0.5594608386851919,-0.5594608386851919
2024-08-22,3.5,-0.5594608386851919,-0.5594608386851919
2024-08-23,3.75,-0.47075289774395174,-0.47075289774395174
2024-08-26,4.75,-0.11592113397899104,-0.11592113397899104
2024-08-27,3.25,-0.648168779626432,-0.648168779626432
2024-08-28,11.5,2.279193271434494,2.279193271434494
2024-09-03,3.0,-0.7368767205676723,-0.7368767205676723
2024-09-04,2.75,-0.8255846615089124,-0.8255846615089124
2024-09-05,13.0,2.8114409170819346,2.8114409170819346
2024-09-09,5.25,0.06149474790348931,0.06149474790348931
2024-09-10,7.0,0.6824503344921705,0.6824503344921705
2024-09-13,10.75,2.013069448610773,2.013069448610773
2024-09-16,4.25,-0.2933370158614714,-0.2933370158614714
2024-09-17,2.25,-1.0030005433913929,-1.0030005433913929
2024-09-18,2.75,-0.8255846615089124,-0.8255846615089124
2024-09-19,3.75,-0.47075289774395174,-0.47075289774395174
2024-09-20,6.75,0.5937423935509304,0.5937423935509304
2024-09-23,5.75,0.23891062978596966,0.23891062978596966
2024-09-24,3.25,-0.648168779626432,-0.648168779626432
2024-09-25,2.5,-0.9142926024501526,-0.9142926024501526
2024-09-30,3.5,-0.5594608386851919,-0.5594608386851919
2024-10-01,6.5,0.5050344526096902,0.5050344526096902
2024-10-02,2.0,-1.091708484332633,-1.091708484332633
2024-10-03,3.25,-0.648168779626432,-0.648168779626432
2024-10-07,2.5,-0.9142926024501526,-0.9142926024501526
2024-10-08,4.25,-0.2933370158614714,-0.2933370158614714
2024-10-14,2.75,-0.8255846615089124,-0.8255846615089124
2024-10-15,2.75,-0.8255846615089124,-0.8255846615089124
2024-10-16,3.0,-0.7368767205676723,-0.7368767205676723
2024-10-17,1.75,-1.1804164252738731,-1.1804164252738731
2024-10-18,2.0,-1.091708484332633,-1.091708484332633
2024-10-21,4.5,-0.20462907492023122,-0.20462907492023122
2024-10-22,2.75,-0.8255846615089124,-0.8255846615089124
2024-10-23,3.75,-0.47075289774395174,-0.47075289774395174
2024-10-24,2.5,-0.9142926024501526,-0.9142926024501526
2024-10-25,5.75,0.23891062978596966,0.23891062978596966
2024-10-28,5.75,0.23891062978596966,0.23891062978596966
2024-10-29,7.25,0.7711582754334108,0.7711582754334108
2024-11-04,5.75,0.23891062978596966,0.23891062978596966
2024-11-05,8.0,1.0372820982571311,1.0372820982571311
2024-11-06,4.25,-0.2933370158614714,-0.2933370158614714
2024-11-07,5.5,0.15020268884472948,0.15020268884472948
2024-11-08,6.0,0.32761857072720985,0.32761857072720985
2024-11-11,2.0,-1.091708484332633,-1.091708484332633
2024-11-12,3.5,-0.5594608386851919,-0.5594608386851919
2024-11-15,10.5,1.924361507669533,1.924361507669533
2024-11-18,5.5,0.15020268884472948,0.15020268884472948
2024-11-19,3.0,-0.7368767205676723,-0.7368767205676723
2024-11-20,3.0,-0.7368767205676723,-0.7368767205676723
2024-11-21,7.0,0.6824503344921705,0.6824503344921705
2024-11-22,2.25,-1.0030005433913929,-1.0030005433913929
2024-11-25,5.25,0.06149474790348931,0.06149474790348931
2024-11-26,2.0,-1.091708484332633,-1.091708484332633
2024-11-29,5.75,0.23891062978596966,0.23891062978596966
2024-12-02,7.25,0.7711582754334108,0.7711582754334108
2024-12-03,5.25,0.06149474790348931,0.06149474790348931
2024-12-04,6.25,0.41632651166845003,0.41632651166845003
2024-12-05,6.5,0.5050344526096902,0.5050344526096902
2024-12-09,3.5,-0.5594608386851919,-0.5594608386851919
2024-12-10,5.5,0.15020268884472948,0.15020268884472948
2024-12-13,4.5,-0.20462907492023122,-0.20462907492023122
2024-12-16,2.5,-0.9142926024501526,-0.9142926024501526
2024-12-17,2.25,-1.0030005433913929,-1.0030005433913929
2024-12-18,2.5,-0.9142926024501526,-0.9142926024501526
2024-12-23,4.75,-0.11592113397899104,-0.11592113397899104
2024-12-24,4.5,-0.20462907492023122,-0.20462907492023122
2024-12-26,7.25,0.7711582754334108,0.7711582754334108
2024-12-27,5.0,-0.02721319303775087,-0.02721319303775087
2024-12-30,2.5,-0.9142926024501526,-0.9142926024501526
2024-12-31,6.75,0.5937423935509304,0.5937423935509304
2025-01-02,4.5,-0.20462907492023122,-0.20462907492023122
2025-01-03,4.0,-0.38204495680271155,-0.38204495680271155
2025-01-06,2.75,-0.8255846615089124,-0.8255846615089124
2025-01-07,3.75,-0.47075289774395174,-0.47075289774395174
2025-01-08,3.0,-0.7368767205676723,-0.7368767205676723
2025-01-09,3.5,-0.5594608386851919,-0.5594608386851919
2025-01-13,3.25,-0.648168779626432,-0.648168779626432
2025-01-16,10.0,1.7469456257870526,1.7469456257870526
2025-01-17,3.75,-0.47075289774395174,-0.47075289774395174
2025-01-20,2.75,-0.8255846615089124,-0.8255846615089124
2025-01-21,4.0,-0.38204495680271155,-0.38204495680271155
2025-01-22,5.5,0.15020268884472948,0.15020268884472948
2025-01-23,3.5,-0.5594608386851919,-0.5594608386851919
2025-01-24,3.25,-0.648168779626432,-0.648168779626432
2025-01-27,4.5,-0.20462907492023122,-0.20462907492023122
2025-01-28,4.0,-0.38204495680271155,-0.38204495680271155
2025-01-29,8.75,1.3034059210808517,1.3034059210808517
2025-02-03,6.5,0.5050344526096902,0.5050344526096902
2025-02-04,2.5,-0.9142926024501526,-0.9142926024501526
2025-02-05,2.75,-0.8255846615089124,-0.8255846615089124
2025-02-06,4.25,-0.2933370158614714,-0.2933370158614714
2025-02-10,4.0,-0.38204495680271155,-0.38204495680271155
2025-02-11,2.5,-0.9142926024501526,-0.9142926024501526
2025-02-14,3.25,-0.648168779626432,-0.648168779626432
2025-02-17,1.0,-1.4465402480975937,-1.4465402480975937
2025-02-18,3.75,-0.47075289774395174,-0.47075289774395174
2025-02-19,1.75,-1.1804164252738731,-1.1804164252738731
2025-02-20,1.5,-1.2691243662151133,-1.2691243662151133
2025-02-21,3.0,-0.7368767205676723,-0.7368767205676723
2025-02-24,3.5,-0.5594608386851919,-0.5594608386851919
2025-02-25,2.5,-0.9142926024501526,-0.9142926024501526
2025-02-26,8.75,1.3034059210808517,1.3034059210808517
2025-03-03,5.0,-0.02721319303775087,-0.02721319303775087
2025-03-04,12.0,2.456609153316974,2.456609153316974
2025-03-05,6.75,0.5937423935509304,0.5937423935509304
2025-03-06,7.5,0.8598662163746509,0.8598662163746509
2025-03-10,4.0,-0.38204495680271155,-0.38204495680271155
2025-03-11,9.5,1.5695297439045723,1.5695297439045723
2025-03-14,3.25,-0.648168779626432,-0.648168779626432
2025-03-17,6.5,0.5050344526096902,0.5050344526096902
2025-03-18,5.5,0.15020268884472948,0.15020268884472948
2025-03-19,2.75,-0.8255846615089124,-0.8255846615089124
2025-03-20,5.5,0.15020268884472948,0.15020268884472948
2025-03-21,5.0,-0.02721319303775087,-0.02721319303775087
2025-03-24,2.75,-0.8255846615089124,-0.8255846615089124
2025-03-25,2.75,-0.8255846615089124,-0.8255846615089124
2025-03-26,4.0,-0.38204495680271155,-0.38204495680271155
2025-03-31,5.75,0.23891062978596966,0.23891062978596966
2025-04-01,4.75,-0.11592113397899104,-0.11592113397899104
2025-04-02,10.25,1.8356535667282927,1.8356535667282927
2025-04-03,8.75,1.3034059210808517,1.3034059210808517
2025-04-04,17.25,4.319475913083018,4.319475913083018
2025-04-07,9.75,1.6582376848458125,1.6582376848458125
2025-04-08,12.0,2.456609153316974,2.456609153316974
2025-04-09,10.0,1.7469456257870526,1.7469456257870526
2025-04-14,9.5,1.5695297439045723,1.5695297439045723
2025-04-15,7.5,0.8598662163746509,0.8598662163746509
2025-04-16,4.75,-0.11592113397899104,-0.11592113397899104
2025-04-17,5.75,0.23891062978596966,0.23891062978596966
2025-04-21,7.75,0.948574157315891,0.948574157315891
2025-04-22,3.25,-0.648168779626432,-0.648168779626432
2025-04-23,5.5,0.15020268884472948,0.15020268884472948
2025-04-24,4.0,-0.38204495680271155,-0.38204495680271155
2025-04-25,5.75,0.23891062978596966,0.23891062978596966
2025-04-28,6.75,0.5937423935509304,0.5937423935509304
2025-04-29,3.0,-0.7368767205676723,-0.7368767205676723
2025-05-01,5.5,0.15020268884472948,0.15020268884472948
2025-05-05,3.75,-0.47075289774395174,-0.47075289774395174
2025-05-06,5.5,0.15020268884472948,0.15020268884472948
2025-05-07,5.5,0.15020268884472948,0.15020268884472948
2025-05-08,9.5,1.5695297439045723,1.5695297439045723
2025-05-09,1.75,-1.1804164252738731,-1.1804164252738731
