Date,"Volatility of Returns (Session:Asia 18-24 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-02-03,2.25,-0.38171545194797807,-0.38171545194797807
2025-02-04,2.25,-0.38171545194797807,-0.38171545194797807
2025-02-05,1.75,-0.5611750672221227,-0.5611750672221227
2025-02-06,2.0,-0.4714452595850504,-0.4714452595850504
2025-02-09,2.75,-0.20225583667383334,-0.20225583667383334
2025-02-10,1.75,-0.5611750672221227,-0.5611750672221227
2025-02-11,3.0,-0.11252602903676098,-0.11252602903676098
2025-02-16,2.75,-0.20225583667383334,-0.20225583667383334
2025-02-17,3.25,-0.02279622139968862,-0.02279622139968862
2025-02-18,1.5,-0.6509048748591951,-0.6509048748591951
2025-02-19,2.5,-0.2919856443109057,-0.2919856443109057
2025-02-20,2.75,-0.20225583667383334,-0.20225583667383334
2025-02-23,1.5,-0.6509048748591951,-0.6509048748591951
2025-02-24,3.5,0.06693358623738374,0.06693358623738374
2025-02-25,4.75,0.5155826244227455,0.5155826244227455
2025-02-26,3.0,-0.11252602903676098,-0.11252602903676098
2025-03-02,3.0,-0.11252602903676098,-0.11252602903676098
2025-03-03,5.75,0.8745018549710349,0.8745018549710349
2025-03-04,5.25,0.6950422396968903,0.6950422396968903
2025-03-05,5.75,0.8745018549710349,0.8745018549710349
2025-03-06,3.5,0.06693358623738374,0.06693358623738374
2025-03-09,4.0,0.24639320151152846,0.24639320151152846
2025-03-10,6.75,1.2334210855193244,1.2334210855193244
2025-03-11,2.75,-0.20225583667383334,-0.20225583667383334
2025-03-16,3.5,0.06693358623738374,0.06693358623738374
2025-03-17,2.75,-0.20225583667383334,-0.20225583667383334
2025-03-18,1.75,-0.5611750672221227,-0.5611750672221227
2025-03-19,2.25,-0.38171545194797807,-0.38171545194797807
2025-03-20,2.25,-0.38171545194797807,-0.38171545194797807
2025-03-23,3.0,-0.11252602903676098,-0.11252602903676098
2025-03-24,1.75,-0.5611750672221227,-0.5611750672221227
2025-03-25,2.25,-0.38171545194797807,-0.38171545194797807
2025-03-26,2.75,-0.20225583667383334,-0.20225583667383334
2025-03-30,5.75,0.8745018549710349,0.8745018549710349
2025-03-31,3.0,-0.11252602903676098,-0.11252602903676098
2025-04-01,3.25,-0.02279622139968862,-0.02279622139968862
2025-04-02,9.5,2.2204489695271206,2.2204489695271206
2025-04-03,9.25,2.130719161890048,2.130719161890048
2025-04-06,14.75,4.10477492990564,4.10477492990564
2025-04-07,8.75,1.9512595466159035,1.9512595466159035
2025-04-08,22.5,6.886398966654883,6.886398966654883
2025-04-09,10.75,2.669098007712482,2.669098007712482
2025-04-13,9.25,2.130719161890048,2.130719161890048
2025-04-14,4.25,0.3361230091486008,0.3361230091486008
2025-04-15,3.0,-0.11252602903676098,-0.11252602903676098
2025-04-16,5.25,0.6950422396968903,0.6950422396968903
2025-04-20,2.5,-0.2919856443109057,-0.2919856443109057
2025-04-21,3.0,-0.11252602903676098,-0.11252602903676098
2025-04-22,5.75,0.8745018549710349,0.8745018549710349
2025-04-23,3.25,-0.02279622139968862,-0.02279622139968862
2025-04-24,3.0,-0.11252602903676098,-0.11252602903676098
2025-04-27,2.25,-0.38171545194797807,-0.38171545194797807
2025-04-28,2.25,-0.38171545194797807,-0.38171545194797807
2025-04-29,2.5,-0.2919856443109057,-0.2919856443109057
2025-05-01,4.75,0.5155826244227455,0.5155826244227455
2025-05-04,3.5,0.06693358623738374,0.06693358623738374
2025-05-05,2.5,-0.2919856443109057,-0.2919856443109057
2025-05-06,3.5,0.06693358623738374,0.06693358623738374
2025-05-07,3.0,-0.11252602903676098,-0.11252602903676098
2025-05-08,3.0,-0.11252602903676098,-0.11252602903676098
2025-05-11,2.0,-0.4714452595850504,-0.4714452595850504
2025-05-12,3.0,-0.11252602903676098,-0.11252602903676098
2025-05-14,2.0,-0.4714452595850504,-0.4714452595850504
2025-05-18,5.25,0.6950422396968903,0.6950422396968903
2025-05-19,2.75,-0.20225583667383334,-0.20225583667383334
2025-05-20,5.25,0.6950422396968903,0.6950422396968903
2025-05-21,3.0,-0.11252602903676098,-0.11252602903676098
2025-05-22,2.75,-0.20225583667383334,-0.20225583667383334
2025-05-25,5.0,0.6053124320598179,0.6053124320598179
2025-05-26,3.25,-0.02279622139968862,-0.02279622139968862
2025-05-27,3.0,-0.11252602903676098,-0.11252602903676098
2025-05-28,6.5,1.143691277882252,1.143691277882252
2025-06-01,4.0,0.24639320151152846,0.24639320151152846
2025-06-02,2.25,-0.38171545194797807,-0.38171545194797807
2025-06-03,1.75,-0.5611750672221227,-0.5611750672221227
2025-06-04,2.25,-0.38171545194797807,-0.38171545194797807
2025-06-05,1.5,-0.6509048748591951,-0.6509048748591951
2025-06-08,3.0,-0.11252602903676098,-0.11252602903676098
2025-06-09,2.5,-0.2919856443109057,-0.2919856443109057
2025-06-10,2.5,-0.2919856443109057,-0.2919856443109057
2025-06-15,4.0,0.24639320151152846,0.24639320151152846
2025-06-16,3.75,0.1566633938744561,0.1566633938744561
2025-06-17,3.25,-0.02279622139968862,-0.02279622139968862
2025-06-18,3.25,-0.02279622139968862,-0.02279622139968862
2025-06-19,1.75,-0.5611750672221227,-0.5611750672221227
2025-06-22,5.25,0.6950422396968903,0.6950422396968903
2025-06-23,2.25,-0.38171545194797807,-0.38171545194797807
2025-06-24,1.25,-0.7406346824962675,-0.7406346824962675
2025-06-25,2.75,-0.20225583667383334,-0.20225583667383334
2025-06-29,2.5,-0.2919856443109057,-0.2919856443109057
2025-06-30,3.0,-0.11252602903676098,-0.11252602903676098
2025-07-01,1.5,-0.6509048748591951,-0.6509048748591951
2025-07-02,2.5,-0.2919856443109057,-0.2919856443109057
2025-07-06,2.0,-0.4714452595850504,-0.4714452595850504
2025-07-07,2.0,-0.4714452595850504,-0.4714452595850504
2025-07-08,1.75,-0.5611750672221227,-0.5611750672221227
2025-07-09,2.5,-0.2919856443109057,-0.2919856443109057
2025-07-10,2.75,-0.20225583667383334,-0.20225583667383334
2025-07-13,0.0,-1.1892837206816294,-1.1892837206816294
2025-07-14,2.25,-0.38171545194797807,-0.38171545194797807
2025-07-21,1.5,-0.6509048748591951,-0.6509048748591951
2025-07-22,2.0,-0.4714452595850504,-0.4714452595850504
2025-07-23,2.0,-0.4714452595850504,-0.4714452595850504
2025-07-24,1.25,-0.7406346824962675,-0.7406346824962675
2025-07-27,0.0,-1.1892837206816294,-1.1892837206816294
2025-07-28,1.5,-0.6509048748591951,-0.6509048748591951
2025-07-29,1.25,-0.7406346824962675,-0.7406346824962675
2025-08-03,0.0,-1.1892837206816294,-1.1892837206816294
2025-08-04,2.75,-0.20225583667383334,-0.20225583667383334
