Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-04-07,38.25,6.1696506237734665,6.1696506237734665
2025-04-08,32.5,4.995206351957222,4.995206351957222
2025-04-09,19.5,2.339941041763974,2.339941041763974
2025-04-13,9.25,0.2463664702654515,0.2463664702654515
2025-04-14,16.25,1.676124714215662,1.676124714215662
2025-04-15,11.5,0.7059316201065906,0.7059316201065906
2025-04-16,10.25,0.45061764797262444,0.45061764797262444
2025-04-17,6.25,-0.36638706285606726,-0.36638706285606726
2025-04-20,2.5,-1.1323289792579658,-1.1323289792579658
2025-04-21,9.75,0.34849205911903797,0.34849205911903797
2025-04-22,8.0,-0.00894750186851465,-0.00894750186851465
2025-04-23,11.5,0.7059316201065906,0.7059316201065906
2025-04-24,8.0,-0.00894750186851465,-0.00894750186851465
2025-04-25,9.75,0.34849205911903797,0.34849205911903797
2025-04-27,2.25,-1.183391773684759,-1.183391773684759
2025-04-28,10.5,0.5016804423994177,0.5016804423994177
2025-04-29,9.75,0.34849205911903797,0.34849205911903797
2025-05-01,14.5,1.3186851532281094,1.3186851532281094
2025-05-04,3.5,-0.9280778015507928,-0.9280778015507928
2025-05-05,8.5,0.09317808698507181,0.09317808698507181
2025-05-06,8.5,0.09317808698507181,0.09317808698507181
2025-05-07,9.0,0.19530367583865826,0.19530367583865826
2025-05-08,12.5,0.9101827978137635,0.9101827978137635
2025-05-09,5.505981445312727,-0.5183537288869313,-0.5183537288869313
2025-05-11,2.0,-1.2344545681115522,-1.2344545681115522
2025-05-12,9.0,0.19530367583865826,0.19530367583865826
2025-05-14,11.5,0.7059316201065906,0.7059316201065906
2025-05-16,11.25,0.6548688256797973,0.6548688256797973
2025-05-18,5.25,-0.5706382405632402,-0.5706382405632402
2025-05-19,12.0,0.8080572089601771,0.8080572089601771
2025-05-20,7.5,-0.11107309072210111,-0.11107309072210111
2025-05-21,10.25,0.45061764797262444,0.45061764797262444
2025-05-22,10.75,0.5527432368262108,0.5527432368262108
2025-05-23,10.5,0.5016804423994177,0.5016804423994177
2025-05-25,5.0,-0.6217010349900334,-0.6217010349900334
2025-05-26,7.0,-0.21319867957568758,-0.21319867957568758
2025-05-27,6.25,-0.36638706285606726,-0.36638706285606726
2025-05-28,10.75,0.5527432368262108,0.5527432368262108
2025-06-01,4.0,-0.8259522126972063,-0.8259522126972063
2025-06-02,6.25,-0.36638706285606726,-0.36638706285606726
2025-06-03,7.5,-0.11107309072210111,-0.11107309072210111
2025-06-04,13.25,1.0633711810941433,1.0633711810941433
2025-06-05,11.5,0.7059316201065906,0.7059316201065906
2025-06-08,3.0,-1.0302033904043792,-1.0302033904043792
2025-06-09,5.25,-0.5706382405632402,-0.5706382405632402
2025-06-10,5.25,-0.5706382405632402,-0.5706382405632402
2025-06-13,14.25,1.267622358801316,1.267622358801316
2025-06-15,4.0,-0.8259522126972063,-0.8259522126972063
2025-06-16,7.25,-0.16213588514889435,-0.16213588514889435
2025-06-17,8.0,-0.00894750186851465,-0.00894750186851465
2025-06-18,7.25,-0.16213588514889435,-0.16213588514889435
2025-06-19,5.25,-0.5706382405632402,-0.5706382405632402
2025-06-20,9.5,0.29742926469224473,0.29742926469224473
2025-06-22,5.25,-0.5706382405632402,-0.5706382405632402
2025-06-23,13.75,1.1654967699477297,1.1654967699477297
2025-06-24,7.5,-0.11107309072210111,-0.11107309072210111
2025-06-25,7.5,-0.11107309072210111,-0.11107309072210111
2025-06-29,2.5,-1.1323289792579658,-1.1323289792579658
2025-06-30,7.5,-0.11107309072210111,-0.11107309072210111
2025-07-01,11.0,0.6038060312530041,0.6038060312530041
2025-07-02,6.25,-0.36638706285606726,-0.36638706285606726
2025-07-04,4.5,-0.7238266238436198,-0.7238266238436198
2025-07-06,2.0,-1.2344545681115522,-1.2344545681115522
2025-07-07,7.5,-0.11107309072210111,-0.11107309072210111
2025-07-08,5.75,-0.4685126517096537,-0.4685126517096537
2025-07-09,11.0,0.6038060312530041,0.6038060312530041
2025-07-10,5.0,-0.6217010349900334,-0.6217010349900334
2025-07-11,7.0,-0.21319867957568758,-0.21319867957568758
2025-07-13,0.0,-1.642956923525898,-1.642956923525898
2025-07-14,4.75,-0.6727638294168267,-0.6727638294168267
2025-07-17,7.0,-0.21319867957568758,-0.21319867957568758
2025-07-18,4.75,-0.6727638294168267,-0.6727638294168267
2025-07-21,7.75,-0.06001029629530788,-0.06001029629530788
2025-07-22,7.25,-0.16213588514889435,-0.16213588514889435
2025-07-23,5.75,-0.4685126517096537,-0.4685126517096537
2025-07-24,6.0,-0.4174498572828605,-0.4174498572828605
2025-07-25,5.0,-0.6217010349900334,-0.6217010349900334
2025-07-27,0.0,-1.642956923525898,-1.642956923525898
2025-07-28,5.25,-0.5706382405632402,-0.5706382405632402
2025-07-29,10.5,0.5016804423994177,0.5016804423994177
2025-08-03,0.0,-1.642956923525898,-1.642956923525898
2025-08-04,8.0,-0.00894750186851465,-0.00894750186851465
2025-08-05,4.5,-0.7238266238436198,-0.7238266238436198
2025-08-06,0.25,-1.5918941290991049,-1.5918941290991049
