Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,7.75,-0.06001029629530788,-0.06001029629530788
2024-10-01,10.75,0.5527432368262108,0.5527432368262108
2024-10-02,9.0,0.19530367583865826,0.19530367583865826
2024-10-03,8.25,0.04211529255827858,0.04211529255827858
2024-10-06,3.25,-0.9791405959775861,-0.9791405959775861
2024-10-07,7.25,-0.16213588514889435,-0.16213588514889435
2024-10-08,6.75,-0.2642614740024808,-0.2642614740024808
2024-10-09,8.0,-0.00894750186851465,-0.00894750186851465
2024-10-13,1.5,-1.3365801569651385,-1.3365801569651385
2024-10-14,6.75,-0.2642614740024808,-0.2642614740024808
2024-10-15,7.0,-0.21319867957568758,-0.21319867957568758
2024-10-16,4.5,-0.7238266238436198,-0.7238266238436198
2024-10-17,7.5,-0.11107309072210111,-0.11107309072210111
2024-10-18,5.5,-0.5195754461364469,-0.5195754461364469
2024-10-20,2.0,-1.2344545681115522,-1.2344545681115522
2024-10-21,14.0,1.2165595643745228,1.2165595643745228
2024-10-22,7.0,-0.21319867957568758,-0.21319867957568758
2024-10-23,4.75,-0.6727638294168267,-0.6727638294168267
2024-10-24,5.0,-0.6217010349900334,-0.6217010349900334
2024-10-25,8.25,0.04211529255827858,0.04211529255827858
2024-10-27,6.0,-0.4174498572828605,-0.4174498572828605
2024-10-28,7.5,-0.11107309072210111,-0.11107309072210111
2024-10-29,10.75,0.5527432368262108,0.5527432368262108
2024-11-03,3.75,-0.8770150071239996,-0.8770150071239996
2024-11-04,7.25,-0.16213588514889435,-0.16213588514889435
2024-11-05,23.25,3.1058829581658722,3.1058829581658722
2024-11-06,10.75,0.5527432368262108,0.5527432368262108
2024-11-07,15.5,1.5229363309352824,1.5229363309352824
2024-11-08,7.0,-0.21319867957568758,-0.21319867957568758
2024-11-10,3.75,-0.8770150071239996,-0.8770150071239996
2024-11-11,6.25,-0.36638706285606726,-0.36638706285606726
2024-11-12,12.25,0.8591200033869703,0.8591200033869703
2024-11-15,12.75,0.9612455922405567,0.9612455922405567
2024-11-17,2.5,-1.1323289792579658,-1.1323289792579658
2024-11-18,9.25,0.2463664702654515,0.2463664702654515
2024-11-19,8.0,-0.00894750186851465,-0.00894750186851465
2024-11-20,5.25,-0.5706382405632402,-0.5706382405632402
2024-11-21,7.0,-0.21319867957568758,-0.21319867957568758
2024-11-22,5.0,-0.6217010349900334,-0.6217010349900334
2024-11-24,3.75,-0.8770150071239996,-0.8770150071239996
2024-11-25,11.5,0.7059316201065906,0.7059316201065906
2024-11-26,5.5,-0.5195754461364469,-0.5195754461364469
2024-11-28,5.75,-0.4685126517096537,-0.4685126517096537
2024-11-29,5.75,-0.4685126517096537,-0.4685126517096537
2024-12-01,4.5,-0.7238266238436198,-0.7238266238436198
2024-12-02,9.5,0.29742926469224473,0.29742926469224473
2024-12-03,10.0,0.3995548535458312,0.3995548535458312
2024-12-04,9.5,0.29742926469224473,0.29742926469224473
2024-12-05,8.25,0.04211529255827858,0.04211529255827858
2024-12-08,4.0,-0.8259522126972063,-0.8259522126972063
2024-12-09,9.5,0.29742926469224473,0.29742926469224473
2024-12-10,9.5,0.29742926469224473,0.29742926469224473
2024-12-13,10.0,0.3995548535458312,0.3995548535458312
2024-12-15,1.75,-1.2855173625383454,-1.2855173625383454
2024-12-16,5.25,-0.5706382405632402,-0.5706382405632402
2024-12-17,7.25,-0.16213588514889435,-0.16213588514889435
2024-12-18,18.0,2.0335642752032146,2.0335642752032146
2024-12-22,1.75,-1.2855173625383454,-1.2855173625383454
2024-12-23,8.75,0.14424088141186506,0.14424088141186506
2024-12-24,4.5,-0.7238266238436198,-0.7238266238436198
2024-12-25,3.25,-0.9791405959775861,-0.9791405959775861
2024-12-26,8.0,-0.00894750186851465,-0.00894750186851465
2024-12-27,5.75,-0.4685126517096537,-0.4685126517096537
2024-12-29,1.5,-1.3365801569651385,-1.3365801569651385
2024-12-30,11.0,0.6038060312530041,0.6038060312530041
2024-12-31,7.75,-0.06001029629530788,-0.06001029629530788
2025-01-01,3.25,-0.9791405959775861,-0.9791405959775861
2025-01-02,8.5,0.09317808698507181,0.09317808698507181
2025-01-03,7.25,-0.16213588514889435,-0.16213588514889435
2025-01-05,3.5,-0.9280778015507928,-0.9280778015507928
2025-01-06,7.5,-0.11107309072210111,-0.11107309072210111
2025-01-07,9.0,0.19530367583865826,0.19530367583865826
2025-01-08,7.25,-0.16213588514889435,-0.16213588514889435
2025-01-09,4.75,-0.6727638294168267,-0.6727638294168267
2025-01-12,4.25,-0.7748894182704131,-0.7748894182704131
2025-01-13,5.0,-0.6217010349900334,-0.6217010349900334
2025-01-16,12.0,0.8080572089601771,0.8080572089601771
2025-01-17,7.25,-0.16213588514889435,-0.16213588514889435
2025-01-19,2.25,-1.183391773684759,-1.183391773684759
2025-01-20,13.75,1.1654967699477297,1.1654967699477297
2025-01-21,7.5,-0.11107309072210111,-0.11107309072210111
2025-01-22,7.0,-0.21319867957568758,-0.21319867957568758
2025-01-23,6.75,-0.2642614740024808,-0.2642614740024808
2025-01-24,5.5,-0.5195754461364469,-0.5195754461364469
2025-01-26,4.0,-0.8259522126972063,-0.8259522126972063
2025-01-27,11.25,0.6548688256797973,0.6548688256797973
2025-01-28,7.0,-0.21319867957568758,-0.21319867957568758
2025-01-29,9.5,0.29742926469224473,0.29742926469224473
2025-02-02,9.5,0.29742926469224473,0.29742926469224473
2025-02-03,8.0,-0.00894750186851465,-0.00894750186851465
2025-02-04,9.5,0.29742926469224473,0.29742926469224473
2025-02-05,11.5,0.7059316201065906,0.7059316201065906
2025-02-06,5.0,-0.6217010349900334,-0.6217010349900334
2025-02-09,2.75,-1.0812661848311724,-1.0812661848311724
2025-02-10,5.5,-0.5195754461364469,-0.5195754461364469
2025-02-11,6.25,-0.36638706285606726,-0.36638706285606726
2025-02-14,10.75,0.5527432368262108,0.5527432368262108
2025-02-16,2.75,-1.0812661848311724,-1.0812661848311724
2025-02-17,3.75,-0.8770150071239996,-0.8770150071239996
2025-02-18,6.25,-0.36638706285606726,-0.36638706285606726
2025-02-19,7.0,-0.21319867957568758,-0.21319867957568758
2025-02-20,5.0,-0.6217010349900334,-0.6217010349900334
2025-02-21,10.25,0.45061764797262444,0.45061764797262444
2025-02-23,1.5,-1.3365801569651385,-1.3365801569651385
2025-02-24,9.75,0.34849205911903797,0.34849205911903797
2025-02-25,11.25,0.6548688256797973,0.6548688256797973
2025-02-26,10.75,0.5527432368262108,0.5527432368262108
2025-03-02,3.0,-1.0302033904043792,-1.0302033904043792
2025-03-03,17.0,1.8293130974960417,1.8293130974960417
2025-03-04,19.0,2.2378154529103873,2.2378154529103873
2025-03-05,16.0,1.6250619197888687,1.6250619197888687
2025-03-06,10.25,0.45061764797262444,0.45061764797262444
2025-03-09,4.0,-0.8259522126972063,-0.8259522126972063
2025-03-10,17.25,1.8803758919228348,1.8803758919228348
2025-03-11,13.25,1.0633711810941433,1.0633711810941433
2025-03-14,5.75,-0.4685126517096537,-0.4685126517096537
2025-03-16,3.5,-0.9280778015507928,-0.9280778015507928
2025-03-17,8.0,-0.00894750186851465,-0.00894750186851465
2025-03-18,7.5,-0.11107309072210111,-0.11107309072210111
2025-03-19,11.25,0.6548688256797973,0.6548688256797973
2025-03-20,8.5,0.09317808698507181,0.09317808698507181
2025-03-21,6.75,-0.2642614740024808,-0.2642614740024808
2025-03-23,3.0,-1.0302033904043792,-1.0302033904043792
2025-03-24,7.5,-0.11107309072210111,-0.11107309072210111
2025-03-25,8.0,-0.00894750186851465,-0.00894750186851465
2025-03-26,5.25,-0.5706382405632402,-0.5706382405632402
2025-03-30,5.75,-0.4685126517096537,-0.4685126517096537
2025-03-31,9.25,0.2463664702654515,0.2463664702654515
2025-04-01,7.75,-0.06001029629530788,-0.06001029629530788
2025-04-02,25.75,3.616510902433805,3.616510902433805
2025-04-03,17.25,1.8803758919228348,1.8803758919228348
2025-04-04,20.25,2.4931294250443536,2.4931294250443536
2025-04-06,14.75,1.3697479476549026,1.3697479476549026
