Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-11-03,3.75,-0.16403936937751687,-0.16403936937751687
2024-11-04,3.75,-0.16403936937751687,-0.16403936937751687
2024-11-05,10.75,2.5366809607035212,2.5366809607035212
2024-11-06,2.75,-0.5498565593890937,-0.5498565593890937
2024-11-07,4.0,-0.06758507187462263,-0.06758507187462263
2024-11-08,1.75,-0.9356737494006706,-0.9356737494006706
2024-11-10,3.0,-0.45340226188619953,-0.45340226188619953
2024-11-11,3.0,-0.45340226188619953,-0.45340226188619953
2024-11-12,1.25,-1.128582344406459,-1.128582344406459
2024-11-15,2.25,-0.7427651543948822,-0.7427651543948822
2024-11-17,2.0,-0.8392194518977764,-0.8392194518977764
2024-11-18,1.5,-1.0321280469035647,-1.0321280469035647
2024-11-19,3.0,-0.45340226188619953,-0.45340226188619953
2024-11-20,2.0,-0.8392194518977764,-0.8392194518977764
2024-11-21,1.75,-0.9356737494006706,-0.9356737494006706
2024-11-22,2.0,-0.8392194518977764,-0.8392194518977764
2024-11-24,3.75,-0.16403936937751687,-0.16403936937751687
2024-11-25,3.5,-0.2604936668804111,-0.2604936668804111
2024-11-26,1.75,-0.9356737494006706,-0.9356737494006706
2024-12-01,5.0,0.31823211813695423,0.31823211813695423
2024-12-02,4.5,0.1253235231311658,0.1253235231311658
2024-12-03,3.75,-0.16403936937751687,-0.16403936937751687
2024-12-04,3.0,-0.45340226188619953,-0.45340226188619953
2024-12-05,3.75,-0.16403936937751687,-0.16403936937751687
2024-12-08,3.75,-0.16403936937751687,-0.16403936937751687
2024-12-09,3.0,-0.45340226188619953,-0.45340226188619953
2024-12-10,2.75,-0.5498565593890937,-0.5498565593890937
2024-12-13,1.5,-1.0321280469035647,-1.0321280469035647
2024-12-15,1.75,-0.9356737494006706,-0.9356737494006706
2024-12-16,1.5,-1.0321280469035647,-1.0321280469035647
2024-12-17,2.25,-0.7427651543948822,-0.7427651543948822
2024-12-18,4.75,0.22177782063406,0.22177782063406
2024-12-22,1.75,-0.9356737494006706,-0.9356737494006706
2024-12-23,1.75,-0.9356737494006706,-0.9356737494006706
2024-12-25,1.25,-1.128582344406459,-1.128582344406459
2024-12-26,1.5,-1.0321280469035647,-1.0321280469035647
2024-12-27,1.5,-1.0321280469035647,-1.0321280469035647
2024-12-29,1.5,-1.0321280469035647,-1.0321280469035647
2024-12-30,2.0,-0.8392194518977764,-0.8392194518977764
2024-12-31,1.25,-1.128582344406459,-1.128582344406459
2025-01-01,3.0,-0.45340226188619953,-0.45340226188619953
2025-01-02,2.0,-0.8392194518977764,-0.8392194518977764
2025-01-03,0.5,-1.4179452369151417,-1.4179452369151417
2025-01-05,2.0,-0.8392194518977764,-0.8392194518977764
2025-01-06,3.5,-0.2604936668804111,-0.2604936668804111
2025-01-07,2.25,-0.7427651543948822,-0.7427651543948822
2025-01-08,3.25,-0.3569479643833053,-0.3569479643833053
2025-01-09,0.75,-1.3214909394122476,-1.3214909394122476
2025-01-12,2.75,-0.5498565593890937,-0.5498565593890937
2025-01-13,4.5,0.1253235231311658,0.1253235231311658
2025-01-16,2.25,-0.7427651543948822,-0.7427651543948822
2025-01-17,3.0040283203122726,-0.45184806666285193,-0.45184806666285193
2025-01-19,1.25,-1.128582344406459,-1.128582344406459
2025-01-20,5.0,0.31823211813695423,0.31823211813695423
2025-01-21,3.75,-0.16403936937751687,-0.16403936937751687
2025-01-22,2.5,-0.646310856891988,-0.646310856891988
2025-01-23,1.25,-1.128582344406459,-1.128582344406459
2025-01-24,1.25,-1.128582344406459,-1.128582344406459
2025-01-26,2.75,-0.5498565593890937,-0.5498565593890937
2025-01-27,4.0,-0.06758507187462263,-0.06758507187462263
2025-01-28,2.5,-0.646310856891988,-0.646310856891988
2025-01-29,3.0,-0.45340226188619953,-0.45340226188619953
2025-02-02,6.0,0.7040493081485312,0.7040493081485312
2025-02-03,6.25,0.8005036056514253,0.8005036056514253
2025-02-04,2.75,-0.5498565593890937,-0.5498565593890937
2025-02-05,3.5,-0.2604936668804111,-0.2604936668804111
2025-02-06,4.25,0.02886922562827158,0.02886922562827158
2025-02-09,2.75,-0.5498565593890937,-0.5498565593890937
2025-02-10,4.0,-0.06758507187462263,-0.06758507187462263
2025-02-11,2.5,-0.646310856891988,-0.646310856891988
2025-02-14,3.25,-0.3569479643833053,-0.3569479643833053
2025-02-17,1.0,-1.2250366419093532,-1.2250366419093532
2025-02-18,3.75,-0.16403936937751687,-0.16403936937751687
2025-02-19,3.0,-0.45340226188619953,-0.45340226188619953
2025-02-20,1.25,-1.128582344406459,-1.128582344406459
2025-02-21,6.25,0.8005036056514253,0.8005036056514253
2025-02-24,3.5,-0.2604936668804111,-0.2604936668804111
2025-02-25,4.0,-0.06758507187462263,-0.06758507187462263
2025-02-26,8.75,1.7650465806803675,1.7650465806803675
2025-03-03,5.0,0.31823211813695423,0.31823211813695423
2025-03-04,12.0,3.0189524482179926,3.0189524482179926
2025-03-05,5.0,0.31823211813695423,0.31823211813695423
2025-03-06,7.5,1.2827750931658966,1.2827750931658966
2025-03-10,3.25,-0.3569479643833053,-0.3569479643833053
2025-03-11,10.5,2.4402266632006273,2.4402266632006273
2025-03-14,3.25,-0.3569479643833053,-0.3569479643833053
2025-03-17,6.5,0.8969579031543196,0.8969579031543196
2025-03-18,5.5,0.5111407131427427,0.5111407131427427
2025-03-19,8.75,1.7650465806803675,1.7650465806803675
2025-03-20,5.5,0.5111407131427427,0.5111407131427427
2025-03-21,5.0,0.31823211813695423,0.31823211813695423
2025-03-24,2.75,-0.5498565593890937,-0.5498565593890937
2025-03-25,3.5,-0.2604936668804111,-0.2604936668804111
2025-03-26,4.0,-0.06758507187462263,-0.06758507187462263
2025-03-31,5.75,0.6075950106456369,0.6075950106456369
2025-04-01,4.75,0.22177782063406,0.22177782063406
2025-04-02,10.25,2.343772365697733,2.343772365697733
2025-04-03,8.75,1.7650465806803675,1.7650465806803675
2025-04-04,17.25,5.0444926957787715,5.0444926957787715
2025-04-07,9.75,2.1508637706919442,2.1508637706919442
2025-04-08,12.0,3.0189524482179926,3.0189524482179926
2025-04-09,10.75,2.5366809607035212,2.5366809607035212
2025-04-14,8.0,1.4756836881716848,1.4756836881716848
2025-04-15,7.5,1.2827750931658966,1.2827750931658966
2025-04-16,8.75,1.7650465806803675,1.7650465806803675
2025-04-17,5.75,0.6075950106456369,0.6075950106456369
2025-04-21,7.75,1.3792293906687907,1.3792293906687907
2025-04-22,3.25,-0.3569479643833053,-0.3569479643833053
2025-04-23,7.25,1.1863207956630022,1.1863207956630022
2025-04-24,4.0,-0.06758507187462263,-0.06758507187462263
2025-04-25,5.75,0.6075950106456369,0.6075950106456369
2025-04-28,6.75,0.9934122006572138,0.9934122006572138
2025-04-29,3.5,-0.2604936668804111,-0.2604936668804111
2025-05-01,6.25,0.8005036056514253,0.8005036056514253
2025-05-05,4.0,-0.06758507187462263,-0.06758507187462263
2025-05-06,5.5,0.5111407131427427,0.5111407131427427
2025-05-07,5.5,0.5111407131427427,0.5111407131427427
2025-05-08,10.25,2.343772365697733,2.343772365697733
2025-05-09,3.75,-0.16403936937751687,-0.16403936937751687
2025-05-12,3.0,-0.45340226188619953,-0.45340226188619953
2025-05-14,5.5,0.5111407131427427,0.5111407131427427
2025-05-16,5.0,0.31823211813695423,0.31823211813695423
2025-05-19,5.25,0.4146864156398485,0.4146864156398485
2025-05-20,3.25,-0.3569479643833053,-0.3569479643833053
2025-05-21,8.0,1.4756836881716848,1.4756836881716848
2025-05-22,5.25,0.4146864156398485,0.4146864156398485
2025-05-23,2.5,-0.646310856891988,-0.646310856891988
2025-05-26,1.25,-1.128582344406459,-1.128582344406459
2025-05-27,3.75,-0.16403936937751687,-0.16403936937751687
2025-05-28,3.25,-0.3569479643833053,-0.3569479643833053
2025-06-02,4.75,0.22177782063406,0.22177782063406
2025-06-03,4.25,0.02886922562827158,0.02886922562827158
2025-06-04,4.5,0.1253235231311658,0.1253235231311658
2025-06-05,7.5,1.2827750931658966,1.2827750931658966
2025-06-09,4.25,0.02886922562827158,0.02886922562827158
2025-06-10,3.75,-0.16403936937751687,-0.16403936937751687
2025-06-13,7.0,1.089866498160108,1.089866498160108
2025-06-16,5.0,0.31823211813695423,0.31823211813695423
2025-06-17,6.5,0.8969579031543196,0.8969579031543196
2025-06-18,6.0,0.7040493081485312,0.7040493081485312
2025-06-19,1.25,-1.128582344406459,-1.128582344406459
2025-06-20,7.5,1.2827750931658966,1.2827750931658966
2025-06-23,4.5,0.1253235231311658,0.1253235231311658
2025-06-24,3.25,-0.3569479643833053,-0.3569479643833053
2025-06-25,5.5,0.5111407131427427,0.5111407131427427
2025-06-30,5.0,0.31823211813695423,0.31823211813695423
2025-07-01,3.25,-0.3569479643833053,-0.3569479643833053
2025-07-02,3.75,-0.16403936937751687,-0.16403936937751687
2025-07-04,2.75,-0.5498565593890937,-0.5498565593890937
2025-07-07,3.0,-0.45340226188619953,-0.45340226188619953
2025-07-08,1.5,-1.0321280469035647,-1.0321280469035647
2025-07-09,5.5,0.5111407131427427,0.5111407131427427
2025-07-10,1.25,-1.128582344406459,-1.128582344406459
2025-07-11,2.75,-0.5498565593890937,-0.5498565593890937
2025-07-14,4.0,-0.06758507187462263,-0.06758507187462263
2025-07-17,3.75,-0.16403936937751687,-0.16403936937751687
2025-07-18,2.75,-0.5498565593890937,-0.5498565593890937
2025-07-21,1.75,-0.9356737494006706,-0.9356737494006706
2025-07-22,2.0,-0.8392194518977764,-0.8392194518977764
2025-07-23,4.25,0.02886922562827158,0.02886922562827158
2025-07-24,3.0,-0.45340226188619953,-0.45340226188619953
2025-07-25,4.25,0.02886922562827158,0.02886922562827158
2025-07-28,2.0,-0.8392194518977764,-0.8392194518977764
2025-07-29,4.0,-0.06758507187462263,-0.06758507187462263
2025-08-04,5.25,0.4146864156398485,0.4146864156398485
2025-08-05,3.0,-0.45340226188619953,-0.45340226188619953
2025-08-06,1.25,-1.128582344406459,-1.128582344406459
