Date,"Volatility of Returns (Session:All day, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2025-03-04,8.625,3.2632580173249557,3.2632580173249557
2025-03-05,8.3125,3.099415343999782,3.099415343999782
2025-03-06,7.5,2.6734243933543307,2.6734243933543307
2025-03-09,1.25,-0.6034290731491411,-0.6034290731491411
2025-03-10,7.25,2.542350254694192,2.542350254694192
2025-03-11,5.3125,1.5265256800781153,1.5265256800781153
2025-03-14,3.9375,0.8056179174473517,0.8056179174473517
2025-03-16,2.6875,0.15024722414665734,0.15024722414665734
2025-03-17,3.5,0.5762381747921086,0.5762381747921086
2025-03-18,2.625,0.11747868948162261,0.11747868948162261
2025-03-19,4.0625,0.8711549867774211,0.8711549867774211
2025-03-20,2.3125,-0.04636398384355096,-0.04636398384355096
2025-03-21,2.0625,-0.17743812250368982,-0.17743812250368982
2025-03-23,0.8125,-0.8328088158043842,-0.8328088158043842
2025-03-24,2.25,-0.07913251850858567,-0.07913251850858567
2025-03-25,1.875,-0.275743726498794,-0.275743726498794
2025-03-26,1.0625,-0.7017346771442453,-0.7017346771442453
2025-03-30,1.625,-0.4068178651589328,-0.4068178651589328
2025-03-31,2.75,0.18301575881169205,0.18301575881169205
2025-04-01,2.125,-0.1446695878386551,-0.1446695878386551
2025-04-02,6.875,2.3457390467039834,2.3457390467039834
2025-04-03,6.5625,2.1818963733788097,2.1818963733788097
2025-04-04,7.5,2.6734243933543307,2.6734243933543307
2025-04-06,7.8125,2.8372670666795043,2.8372670666795043
2025-04-07,11.25,4.639536473256413,4.639536473256413
2025-04-08,6.75,2.280201977373914,2.280201977373914
2025-04-09,9.25,3.5909433639753026,3.5909433639753026
2025-04-13,2.8125,0.21578429347672676,0.21578429347672676
2025-04-14,3.8125,0.7400808481172821,0.7400808481172821
2025-04-15,2.375,-0.013595449178516246,-0.013595449178516246
2025-04-16,2.0625,-0.17743812250368982,-0.17743812250368982
2025-04-17,1.875,-0.275743726498794,-0.275743726498794
2025-04-20,1.625,-0.4068178651589328,-0.4068178651589328
2025-04-21,2.5,0.05194162015155319,0.05194162015155319
2025-04-22,3.5,0.5762381747921086,0.5762381747921086
2025-04-23,2.375,-0.013595449178516246,-0.013595449178516246
2025-04-24,1.875,-0.275743726498794,-0.275743726498794
2025-04-25,2.125,-0.1446695878386551,-0.1446695878386551
2025-04-27,0.625,-0.9311144197994883,-0.9311144197994883
2025-04-28,3.25,0.44516403613196975,0.44516403613196975
2025-04-29,2.25,-0.07913251850858567,-0.07913251850858567
2025-05-01,5.4375,1.5920627494081847,1.5920627494081847
2025-05-04,0.8125,-0.8328088158043842,-0.8328088158043842
2025-05-05,2.0625,-0.17743812250368982,-0.17743812250368982
2025-05-06,2.1875,-0.1119010531736204,-0.1119010531736204
2025-05-07,2.125,-0.1446695878386551,-0.1446695878386551
2025-05-08,3.375,0.5107011054620392,0.5107011054620392
2025-05-09,1.8125,-0.3085122611638287,-0.3085122611638287
2025-05-11,0.75,-0.8655773504694189,-0.8655773504694189
2025-05-12,3.1875,0.41239550146693504,0.41239550146693504
2025-05-14,2.375,-0.013595449178516246,-0.013595449178516246
2025-05-16,2.5625,0.0847101548165879,0.0847101548165879
2025-05-18,1.625,-0.4068178651589328,-0.4068178651589328
2025-05-19,2.125,-0.1446695878386551,-0.1446695878386551
2025-05-20,1.25,-0.6034290731491411,-0.6034290731491411
2025-05-21,1.4375,-0.5051234691540369,-0.5051234691540369
2025-05-22,1.125,-0.6689661424792105,-0.6689661424792105
2025-05-23,2.8125,0.21578429347672676,0.21578429347672676
2025-05-25,1.0625,-0.7017346771442453,-0.7017346771442453
2025-05-26,1.125,-0.6689661424792105,-0.6689661424792105
2025-05-27,1.0,-0.73450321180928,-0.73450321180928
2025-05-28,7.4375,2.640655858689296,2.640655858689296
2025-06-01,0.6875,-0.8983458851344536,-0.8983458851344536
2025-06-02,6.125,1.9525166307235666,1.9525166307235666
2025-06-03,1.9375,-0.24297519183375924,-0.24297519183375924
2025-06-04,3.625,0.641775244122178,0.641775244122178
2025-06-05,3.4375,0.5434696401270739,0.5434696401270739
2025-06-08,3.625,0.641775244122178,0.641775244122178
2025-06-09,1.4375,-0.5051234691540369,-0.5051234691540369
2025-06-10,1.5,-0.47235493448900223,-0.47235493448900223
2025-06-13,3.4375,0.5434696401270739,0.5434696401270739
2025-06-15,1.25,-0.6034290731491411,-0.6034290731491411
2025-06-16,1.75,-0.3412807958288634,-0.3412807958288634
2025-06-17,2.1875,-0.1119010531736204,-0.1119010531736204
2025-06-18,1.5625,-0.4395863998239675,-0.4395863998239675
2025-06-19,1.0625,-0.7017346771442453,-0.7017346771442453
2025-06-20,2.375,-0.013595449178516246,-0.013595449178516246
2025-06-22,1.3125,-0.5706605384841064,-0.5706605384841064
2025-06-23,3.875,0.772849382782317,0.772849382782317
2025-06-24,1.6875,-0.3740493304938981,-0.3740493304938981
2025-06-25,1.9375,-0.24297519183375924,-0.24297519183375924
2025-06-29,0.5,-0.9966514891295577,-0.9966514891295577
2025-06-30,1.125,-0.6689661424792105,-0.6689661424792105
2025-07-01,2.9375,0.2813213628067962,0.2813213628067962
2025-07-02,1.1875,-0.6361976078141758,-0.6361976078141758
2025-07-04,1.25,-0.6034290731491411,-0.6034290731491411
2025-07-06,0.6875,-0.8983458851344536,-0.8983458851344536
2025-07-07,0.125,-1.193262697119766,-1.193262697119766
