Date,"Volatility of Returns (Session:All day, Interval:1d, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2001-02-06,5.748779296875,-0.78344820304201,-0.78344820304201
2001-02-07,7.75048828125,-0.43871489431465904,-0.43871489431465904
2001-02-08,7.499267578125,-0.48197999672720254,-0.48197999672720254
2001-02-11,6.0,-0.7401831006294665,-0.7401831006294665
2001-02-12,9.7503662109375,-0.0942969288993529,-0.0942969288993529
2001-02-13,11.24951171875,0.1638851521154414,0.1638851521154414
2001-02-14,9.24951171875,-0.18055383618733442,-0.18055383618733442
2001-02-15,15.4991455078125,0.8957549335964311,0.8957549335964311
2001-02-19,7.24951171875,-0.5249928244901102,-0.5249928244901102
2001-02-20,8.2496337890625,-0.3527523074512527,-0.3527523074512527
2001-02-21,6.0,-0.7401831006294665,-0.7401831006294665
2001-02-22,10.7503662109375,0.07792256525203502,0.07792256525203502
2001-02-25,9.2496337890625,-0.18053281329986476,-0.18053281329986476
2001-02-26,10.0,-0.05130512402391487,-0.05130512402391487
2001-02-27,8.7503662109375,-0.2665164230507408,-0.2665164230507408
2001-02-28,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2001-03-01,12.0,0.29313386427886096,0.29313386427886096
2001-03-04,14.0,0.6375728525816368,0.6375728525816368
2001-03-05,6.75048828125,-0.610934388466047,-0.610934388466047
2001-03-06,7.499267578125,-0.48197999672720254,-0.48197999672720254
2001-03-07,4.4991455078125,-0.9986595020688359,-0.9986595020688359
2001-03-08,11.2496337890625,0.16390617500291105,0.16390617500291105
2001-03-11,11.2496337890625,0.16390617500291105,0.16390617500291105
2001-03-12,6.7503662109375,-0.6109554113535166,-0.6109554113535166
2001-03-13,8.0003662109375,-0.39568104366428175,-0.39568104366428175
2001-03-14,9.0,-0.22352461817530278,-0.22352461817530278
2001-03-15,4.2496337890625,-1.0416302840568044,-1.0416302840568044
2001-03-18,6.251220703125,-0.696917998216923,-0.696917998216923
2001-03-19,8.500732421875,-0.3095082279261788,-0.3095082279261788
2001-03-20,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2001-03-21,11.24951171875,0.1638851521154414,0.1638851521154414
2001-03-22,6.0,-0.7401831006294665,-0.7401831006294665
2001-03-25,5.0,-0.9124025947808544,-0.9124025947808544
2001-03-26,20.24951171875,1.7138605994779326,1.7138605994779326
2001-03-27,5.2496337890625,-0.8694107899054164,-0.8694107899054164
2001-03-28,6.7503662109375,-0.6109554113535166,-0.6109554113535166
2001-03-29,16.0,0.9820118408844126,0.9820118408844126
2001-04-01,8.7503662109375,-0.2665164230507408,-0.2665164230507408
2001-04-03,7.251220703125,-0.5246985040655351,-0.5246985040655351
2001-04-04,5.500732421875,-0.8261667103803425,-0.8261667103803425
2001-04-05,15.75048828125,0.9390410588964442,0.9390410588964442
2001-04-08,5.251220703125,-0.869137492368311,-0.869137492368311
2001-04-09,18.251220703125,1.3697159315997318,1.3697159315997318
2001-04-10,12.748779296875,0.4220882560177054,0.4220882560177054
2001-04-11,12.499267578125,0.379117474029737,0.379117474029737
2001-04-15,14.0,0.6375728525816368,0.6375728525816368
2001-04-16,9.24951171875,-0.18055383618733442,-0.18055383618733442
2001-04-17,24.0,2.3597677940955157,2.3597677940955157
2001-04-18,20.2496337890625,1.7138816223654023,1.7138816223654023
2001-04-19,10.7503662109375,0.07792256525203502,0.07792256525203502
2001-04-22,11.499267578125,0.20689797987834907,0.20689797987834907
2001-04-23,8.4991455078125,-0.3097815254632843,-0.3097815254632843
2001-04-24,13.748779296875,0.5943077501690933,0.5943077501690933
2001-04-25,12.0,0.29313386427886096,0.29313386427886096
2001-04-26,17.7503662109375,1.2834590243117503,1.2834590243117503
2001-04-29,9.5008544921875,-0.13726771088732126,-0.13726771088732126
2001-04-30,10.2496337890625,-0.00831331914847685,-0.00831331914847685
2001-05-01,8.0,-0.3957441123266907,-0.3957441123266907
2001-05-02,11.7503662109375,0.25014205940342293,0.25014205940342293
2001-05-03,14.2496337890625,0.6805646574570748,0.6805646574570748
2001-05-06,4.2496337890625,-1.0416302840568044,-1.0416302840568044
2001-05-07,9.7503662109375,-0.0942969288993529,-0.0942969288993529
2001-05-08,8.748779296875,-0.2667897205878463,-0.2667897205878463
2001-05-09,16.748779296875,1.110966232623257,1.110966232623257
2001-05-10,26.4991455078125,2.7901693692616982,2.7901693692616982
2001-05-13,5.748779296875,-0.78344820304201,-0.78344820304201
2001-05-14,11.4991455078125,0.20687695699087943,0.20687695699087943
2001-05-15,8.7503662109375,-0.2665164230507408,-0.2665164230507408
2001-05-16,13.2496337890625,0.5083451633056869,0.5083451633056869
2001-05-17,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2001-05-20,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2001-05-21,4.4991455078125,-0.9986595020688359,-0.9986595020688359
2001-05-22,5.75048828125,-0.7831538826174349,-0.7831538826174349
2001-05-23,16.748779296875,1.110966232623257,1.110966232623257
2001-05-24,7.0,-0.5679636064780786,-0.5679636064780786
2001-05-28,7.4991455078125,-0.48200101961467223,-0.48200101961467223
2001-05-29,3.24951171875,-1.2138708010956618,-1.2138708010956618
2001-05-30,14.75048828125,0.7668215647450564,0.7668215647450564
2001-05-31,13.0,0.46535335843024883,0.46535335843024883
2001-06-03,4.7503662109375,-0.9553943996562925,-0.9553943996562925
2001-06-04,9.7503662109375,-0.0942969288993529,-0.0942969288993529
2001-06-05,5.24951171875,-0.8694318127928861,-0.8694318127928861
2001-06-06,8.75048828125,-0.26649540016327117,-0.26649540016327117
2001-06-07,5.500732421875,-0.8261667103803425,-0.8261667103803425
2001-06-10,6.5008544921875,-0.6539261933414849,-0.6539261933414849
2001-06-11,3.500732421875,-1.1706056986831184,-1.1706056986831184
2001-06-12,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2001-06-13,6.499267578125,-0.6541994908785904,-0.6541994908785904
2001-06-14,4.500732421875,-0.9983862045317304,-0.9983862045317304
2001-06-17,2.500732421875,-1.3428251928345063,-1.3428251928345063
2001-06-18,7.251220703125,-0.5246985040655351,-0.5246985040655351
2001-06-19,1.24951171875,-1.5583097893984377,-1.5583097893984377
2001-06-20,8.0,-0.3957441123266907,-0.3957441123266907
2001-06-21,9.0,-0.22352461817530278,-0.22352461817530278
2001-06-24,5.0,-0.9124025947808544,-0.9124025947808544
2001-06-25,13.5008544921875,0.5516102657182304,0.5516102657182304
2001-06-26,7.4991455078125,-0.48200101961467223,-0.48200101961467223
2001-06-27,17.251220703125,1.1974964374483439,1.1974964374483439
2001-06-28,12.7503662109375,0.4223615535548108,0.4223615535548108
2001-07-01,10.7503662109375,0.07792256525203502,0.07792256525203502
2001-07-02,7.7503662109375,-0.43873591720212873,-0.43873591720212873
2001-07-04,10.24951171875,-0.0083343420359465,-0.0083343420359465
2001-07-05,8.7503662109375,-0.2665164230507408,-0.2665164230507408
2001-07-08,7.24951171875,-0.5249928244901102,-0.5249928244901102
2001-07-09,10.500732421875,0.034930760376596995,0.034930760376596995
2001-07-10,7.500732421875,-0.48172772207756676,-0.48172772207756676
2001-07-11,11.24951171875,0.1638851521154414,0.1638851521154414
2001-07-12,8.251220703125,-0.3524790099141472,-0.3524790099141472
2001-07-15,7.251220703125,-0.5246985040655351,-0.5246985040655351
2001-07-16,5.748779296875,-0.78344820304201,-0.78344820304201
2001-07-17,16.251220703125,1.0252769432969562,1.0252769432969562
2001-07-18,4.5008544921875,-0.9983651816442608,-0.9983651816442608
2001-07-19,7.251220703125,-0.5246985040655351,-0.5246985040655351
2001-07-22,6.2496337890625,-0.6971912957540285,-0.6971912957540285
2001-07-23,4.0,-1.0846220889322424,-1.0846220889322424
2001-07-24,8.5008544921875,-0.3094872050387092,-0.3094872050387092
2001-07-25,8.5008544921875,-0.3094872050387092,-0.3094872050387092
2001-07-26,7.0,-0.5679636064780786,-0.5679636064780786
2001-07-29,6.2496337890625,-0.6971912957540285,-0.6971912957540285
2001-07-30,7.7503662109375,-0.43873591720212873,-0.43873591720212873
2001-07-31,7.7503662109375,-0.43873591720212873,-0.43873591720212873
2001-08-01,8.499267578125,-0.30976050257581467,-0.30976050257581467
2001-08-02,7.0,-0.5679636064780786,-0.5679636064780786
2001-08-05,3.5008544921875,-1.1705846757956486,-1.1705846757956486
2001-08-06,3.748779296875,-1.1278871913447859,-1.1278871913447859
2001-08-07,14.5008544921875,0.7238297598696183,0.7238297598696183
2001-08-08,10.500732421875,0.034930760376596995,0.034930760376596995
2001-08-09,7.0,-0.5679636064780786,-0.5679636064780786
2001-08-12,6.500732421875,-0.6539472162289547,-0.6539472162289547
2001-08-13,6.0,-0.7401831006294665,-0.7401831006294665
2001-08-14,8.2496337890625,-0.3527523074512527,-0.3527523074512527
2001-08-15,10.251220703125,-0.008040021611371375,-0.008040021611371375
2001-08-16,11.2496337890625,0.16390617500291105,0.16390617500291105
2001-08-19,7.0,-0.5679636064780786,-0.5679636064780786
2001-08-20,7.0,-0.5679636064780786,-0.5679636064780786
2001-08-21,8.500732421875,-0.3095082279261788,-0.3095082279261788
2001-08-22,5.7503662109375,-0.7831749055049045,-0.7831749055049045
2001-08-23,6.5008544921875,-0.6539261933414849,-0.6539261933414849
2001-08-26,4.75048828125,-0.9553733767688228,-0.9553733767688228
2001-08-27,11.0,0.12091437012747304,0.12091437012747304
2001-08-28,8.24951171875,-0.3527733303387223,-0.3527733303387223
2001-08-29,8.0,-0.3957441123266907,-0.3957441123266907
2001-08-30,6.500732421875,-0.6539472162289547,-0.6539472162289547
2001-09-03,17.2496337890625,1.1972231399112385,1.1972231399112385
2001-09-04,3.748779296875,-1.1278871913447859,-1.1278871913447859
2001-09-05,14.5008544921875,0.7238297598696183,0.7238297598696183
2001-09-06,12.24951171875,0.33610464626682934,0.33610464626682934
2001-09-09,11.2496337890625,0.16390617500291105,0.16390617500291105
2001-09-10,21.251220703125,1.8863744140538956,1.8863744140538956
2001-09-11,0.0,-1.773500065537794,-1.773500065537794
2001-09-12,19.4991455078125,1.5846329102019827,1.5846329102019827
2001-09-13,11.748779296875,0.24986876186631746,0.24986876186631746
2001-09-16,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2001-09-17,15.0,0.8097923467330247,0.8097923467330247
2001-09-18,6.0,-0.7401831006294665,-0.7401831006294665
2001-09-19,11.4991455078125,0.20687695699087943,0.20687695699087943
2001-09-20,10.7503662109375,0.07792256525203502,0.07792256525203502
2001-09-23,9.0,-0.22352461817530278,-0.22352461817530278
2001-09-24,7.0,-0.5679636064780786,-0.5679636064780786
2001-09-25,10.5008544921875,0.034951783264066644,0.034951783264066644
2001-09-26,10.748779296875,0.07764926771492954,0.07764926771492954
2001-09-27,11.2496337890625,0.16390617500291105,0.16390617500291105
2001-09-30,9.5008544921875,-0.13726771088732126,-0.13726771088732126
2001-10-01,5.7503662109375,-0.7831749055049045,-0.7831749055049045
2001-10-02,7.500732421875,-0.48172772207756676,-0.48172772207756676
2001-10-03,12.2496337890625,0.336125669154299,0.336125669154299
2001-10-04,6.0,-0.7401831006294665,-0.7401831006294665
2001-10-08,13.2496337890625,0.5083451633056869,0.5083451633056869
2001-10-09,6.500732421875,-0.6539472162289547,-0.6539472162289547
2001-10-10,12.5008544921875,0.3793907715668425,0.3793907715668425
2001-10-11,9.748779296875,-0.09457022643645836,-0.09457022643645836
2001-10-14,9.5008544921875,-0.13726771088732126,-0.13726771088732126
2001-10-15,5.4991455078125,-0.826440007917448,-0.826440007917448
2001-10-16,10.2496337890625,-0.00831331914847685,-0.00831331914847685
2001-10-17,3.2496337890625,-1.2138497782081923,-1.2138497782081923
2001-10-18,11.748779296875,0.24986876186631746,0.24986876186631746
2001-10-21,6.0,-0.7401831006294665,-0.7401831006294665
2001-10-22,5.24951171875,-0.8694318127928861,-0.8694318127928861
2001-10-23,7.251220703125,-0.5246985040655351,-0.5246985040655351
2001-10-24,9.251220703125,-0.18025951576275928,-0.18025951576275928
2001-10-25,7.0,-0.5679636064780786,-0.5679636064780786
2001-10-28,6.7503662109375,-0.6109554113535166,-0.6109554113535166
2001-10-29,9.75048828125,-0.09427590601188324,-0.09427590601188324
2001-10-30,24.7503662109375,2.4889954833714656,2.4889954833714656
2001-10-31,15.5008544921875,0.8960492540210062,0.8960492540210062
2001-11-01,15.499267578125,0.8957759564839007,0.8957759564839007
2001-11-04,8.748779296875,-0.2667897205878463,-0.2667897205878463
2001-11-05,10.4991455078125,0.03465746283949152,0.03465746283949152
2001-11-06,8.748779296875,-0.2667897205878463,-0.2667897205878463
2001-11-07,16.4991455078125,1.067974427747819,1.067974427747819
2001-11-08,9.24951171875,-0.18055383618733442,-0.18055383618733442
2001-11-12,13.7503662109375,0.5945810477061988,0.5945810477061988
2001-11-13,20.500732421875,1.757125701890476,1.757125701890476
2001-11-14,31.75048828125,3.6945529653186506,3.6945529653186506
2001-11-15,26.748779296875,2.8331611741371363,2.8331611741371363
2001-11-18,14.500732421875,0.7238087369821486,0.7238087369821486
2001-11-19,17.0,1.1542313350358004,1.1542313350358004
2001-11-20,22.0,2.01532880579274,2.01532880579274
2001-11-22,12.7503662109375,0.4223615535548108,0.4223615535548108
2001-11-25,13.5008544921875,0.5516102657182304,0.5516102657182304
2001-11-26,22.24951171875,2.0582995877807084,2.0582995877807084
2001-11-27,14.499267578125,0.7235564623325128,0.7235564623325128
2001-11-28,23.0,2.187548299944128,2.187548299944128
2001-11-29,12.748779296875,0.4220882560177054,0.4220882560177054
2001-12-02,10.0,-0.05130512402391487,-0.05130512402391487
2001-12-03,12.7503662109375,0.4223615535548108,0.4223615535548108
2001-12-04,41.251220703125,5.330764297081654,5.330764297081654
2001-12-05,17.2496337890625,1.1972231399112385,1.1972231399112385
2001-12-06,27.75048828125,3.0056749887130993,3.0056749887130993
2001-12-09,12.499267578125,0.379117474029737,0.379117474029737
2001-12-10,9.7503662109375,-0.0942969288993529,-0.0942969288993529
2001-12-11,35.2496337890625,4.297174034636221,4.297174034636221
2001-12-12,19.0,1.4986703233385763,1.4986703233385763
2001-12-13,16.251220703125,1.0252769432969562,1.0252769432969562
2001-12-16,22.499267578125,2.101312415543616,2.101312415543616
2001-12-17,10.2496337890625,-0.00831331914847685,-0.00831331914847685
2001-12-18,11.0,0.12091437012747304,0.12091437012747304
2001-12-19,10.251220703125,-0.008040021611371375,-0.008040021611371375
2001-12-20,10.7503662109375,0.07792256525203502,0.07792256525203502
2001-12-23,7.5008544921875,-0.48170669919009707,-0.48170669919009707
2001-12-25,10.0,-0.05130512402391487,-0.05130512402391487
2001-12-26,17.748779296875,1.283185726774645,1.283185726774645
2001-12-27,13.0,0.46535335843024883,0.46535335843024883
2001-12-30,13.500732421875,0.5515892428307607,0.5515892428307607
2002-01-01,19.0,1.4986703233385763,1.4986703233385763
2002-01-02,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2002-01-03,15.499267578125,0.8957759564839007,0.8957759564839007
2002-01-06,14.0,0.6375728525816368,0.6375728525816368
2002-01-07,8.0,-0.3957441123266907,-0.3957441123266907
2002-01-08,10.7503662109375,0.07792256525203502,0.07792256525203502
2002-01-09,16.499267578125,1.0679954506352887,1.0679954506352887
2002-01-10,19.0,1.4986703233385763,1.4986703233385763
2002-01-13,8.0,-0.3957441123266907,-0.3957441123266907
2002-01-14,11.0,0.12091437012747304,0.12091437012747304
2002-01-15,10.2496337890625,-0.00831331914847685,-0.00831331914847685
2002-01-16,12.5008544921875,0.3793907715668425,0.3793907715668425
2002-01-17,12.0,0.29313386427886096,0.29313386427886096
2002-01-21,8.500732421875,-0.3095082279261788,-0.3095082279261788
2002-01-22,13.499267578125,0.5513369681811249,0.5513369681811249
2002-01-23,11.0,0.12091437012747304,0.12091437012747304
2002-01-24,14.748779296875,0.7665272443204811,0.7665272443204811
2002-01-27,9.0,-0.22352461817530278,-0.22352461817530278
2002-01-28,22.0,2.01532880579274,2.01532880579274
2002-01-29,9.251220703125,-0.18025951576275928,-0.18025951576275928
2002-01-30,10.0,-0.05130512402391487,-0.05130512402391487
2002-01-31,14.251220703125,0.6808379549941803,0.6808379549941803
2002-02-03,11.5008544921875,0.20717127741545455,0.20717127741545455
2002-02-04,10.2496337890625,-0.00831331914847685,-0.00831331914847685
2002-02-05,8.499267578125,-0.30976050257581467,-0.30976050257581467
2002-02-06,12.251220703125,0.33639896669140446,0.33639896669140446
2002-02-07,14.75048828125,0.7668215647450564,0.7668215647450564
2002-02-10,5.75048828125,-0.7831538826174349,-0.7831538826174349
2002-02-11,11.75048828125,0.25016308229089257,0.25016308229089257
2002-02-12,13.0,0.46535335843024883,0.46535335843024883
2002-02-13,8.748779296875,-0.2667897205878463,-0.2667897205878463
2002-02-14,12.4991455078125,0.37909645114226737,0.37909645114226737
2002-02-18,9.251220703125,-0.18025951576275928,-0.18025951576275928
2002-02-19,10.0,-0.05130512402391487,-0.05130512402391487
2002-02-20,7.0,-0.5679636064780786,-0.5679636064780786
2002-02-21,8.24951171875,-0.3527733303387223,-0.3527733303387223
2002-02-24,7.4991455078125,-0.48200101961467223,-0.48200101961467223
2002-02-25,12.0,0.29313386427886096,0.29313386427886096
2002-02-26,16.251220703125,1.0252769432969562,1.0252769432969562
2002-02-27,11.0,0.12091437012747304,0.12091437012747304
2002-02-28,14.75048828125,0.7668215647450564,0.7668215647450564
2002-03-03,7.251220703125,-0.5246985040655351,-0.5246985040655351
2002-03-04,11.0,0.12091437012747304,0.12091437012747304
2002-03-05,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2002-03-06,19.7503662109375,1.6278980126145262,1.6278980126145262
2002-03-07,11.0,0.12091437012747304,0.12091437012747304
2002-03-10,4.499267578125,-0.9986384791813663,-0.9986384791813663
2002-03-11,8.0,-0.3957441123266907,-0.3957441123266907
2002-03-12,13.5008544921875,0.5516102657182304,0.5516102657182304
2002-03-13,15.251220703125,0.8530574491455681,0.8530574491455681
2002-03-14,15.75048828125,0.9390410588964442,0.9390410588964442
2002-03-17,6.4991455078125,-0.6542205137660602,-0.6542205137660602
2002-03-18,4.2496337890625,-1.0416302840568044,-1.0416302840568044
2002-03-19,20.0,1.6708898174899642,1.6708898174899642
2002-03-20,11.0,0.12091437012747304,0.12091437012747304
2002-03-21,10.0,-0.05130512402391487,-0.05130512402391487
2002-03-24,7.4991455078125,-0.48200101961467223,-0.48200101961467223
2002-03-25,13.251220703125,0.5086184608427924,0.5086184608427924
2002-03-26,6.0,-0.7401831006294665,-0.7401831006294665
2002-03-27,14.75048828125,0.7668215647450564,0.7668215647450564
2002-03-31,9.2496337890625,-0.18053281329986476,-0.18053281329986476
2002-04-01,16.2496337890625,1.0250036457598506,1.0250036457598506
2002-04-02,13.0,0.46535335843024883,0.46535335843024883
2002-04-03,9.2496337890625,-0.18053281329986476,-0.18053281329986476
2002-04-04,13.7503662109375,0.5945810477061988,0.5945810477061988
2002-04-07,11.0,0.12091437012747304,0.12091437012747304
2002-04-08,10.748779296875,0.07764926771492954,0.07764926771492954
2002-04-09,7.2496337890625,-0.5249718016026406,-0.5249718016026406
2002-04-10,10.251220703125,-0.008040021611371375,-0.008040021611371375
2002-04-11,10.2496337890625,-0.00831331914847685,-0.00831331914847685
2002-04-14,8.0,-0.3957441123266907,-0.3957441123266907
2002-04-15,10.4991455078125,0.03465746283949152,0.03465746283949152
2002-04-16,6.2496337890625,-0.6971912957540285,-0.6971912957540285
2002-04-17,19.24951171875,1.5416411053265446,1.5416411053265446
2002-04-18,9.2496337890625,-0.18053281329986476,-0.18053281329986476
2002-04-21,6.7503662109375,-0.6109554113535166,-0.6109554113535166
2002-04-22,6.251220703125,-0.696917998216923,-0.696917998216923
2002-04-23,11.75048828125,0.25016308229089257,0.25016308229089257
2002-04-24,9.2496337890625,-0.18053281329986476,-0.18053281329986476
2002-04-25,9.0,-0.22352461817530278,-0.22352461817530278
2002-04-28,8.0,-0.3957441123266907,-0.3957441123266907
2002-04-29,5.500732421875,-0.8261667103803425,-0.8261667103803425
2002-04-30,10.251220703125,-0.008040021611371375,-0.008040021611371375
2002-05-01,10.499267578125,0.034678485726961174,0.034678485726961174
2002-05-02,10.251220703125,-0.008040021611371375,-0.008040021611371375
2002-05-05,4.500732421875,-0.9983862045317304,-0.9983862045317304
2002-05-06,7.24951171875,-0.5249928244901102,-0.5249928244901102
2002-05-07,17.0,1.1542313350358004,1.1542313350358004
2002-05-08,10.2496337890625,-0.00831331914847685,-0.00831331914847685
2002-05-09,14.748779296875,0.7665272443204811,0.7665272443204811
2002-05-12,10.75048828125,0.07794358813950467,0.07794358813950467
2002-05-13,13.5008544921875,0.5516102657182304,0.5516102657182304
2002-05-14,8.0,-0.3957441123266907,-0.3957441123266907
2002-05-15,11.0,0.12091437012747304,0.12091437012747304
2002-05-16,9.251220703125,-0.18025951576275928,-0.18025951576275928
2002-05-19,8.2496337890625,-0.3527523074512527,-0.3527523074512527
2002-05-20,9.0,-0.22352461817530278,-0.22352461817530278
2002-05-21,9.0,-0.22352461817530278,-0.22352461817530278
2002-05-22,14.7503662109375,0.7668005418575866,0.7668005418575866
2002-05-23,6.499267578125,-0.6541994908785904,-0.6541994908785904
2002-05-27,9.0,-0.22352461817530278,-0.22352461817530278
2002-05-28,9.0,-0.22352461817530278,-0.22352461817530278
2002-05-29,8.0,-0.3957441123266907,-0.3957441123266907
