Date,"Volatility of Returns (Session:London 0-7 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-05-12,8.5,1.2975403817626114,1.2975403817626114
2025-05-14,3.25,-0.7386266771393998,-0.7386266771393998
2025-05-16,3.5,-0.6416663410012088,-0.6416663410012088
2025-05-19,5.25,0.03705601196612834,0.03705601196612834
2025-05-20,4.25,-0.3507853325866357,-0.3507853325866357
2025-05-21,4.0,-0.44774566872482674,-0.44774566872482674
2025-05-22,3.0,-0.8355870132775908,-0.8355870132775908
2025-05-23,3.5,-0.6416663410012088,-0.6416663410012088
2025-05-26,2.5,-1.0295076855539729,-1.0295076855539729
2025-05-27,3.25,-0.7386266771393998,-0.7386266771393998
2025-05-28,2.0,-1.2234283578303549,-1.2234283578303549
2025-06-02,4.0,-0.44774566872482674,-0.44774566872482674
2025-06-03,3.25,-0.7386266771393998,-0.7386266771393998
2025-06-04,2.75,-0.9325473494157818,-0.9325473494157818
2025-06-05,3.0,-0.8355870132775908,-0.8355870132775908
2025-06-09,2.75,-0.9325473494157818,-0.9325473494157818
2025-06-10,4.25,-0.3507853325866357,-0.3507853325866357
2025-06-13,7.5,0.9096990372098475,0.9096990372098475
2025-06-16,5.0,-0.05990432417206268,-0.05990432417206268
2025-06-17,3.25,-0.7386266771393998,-0.7386266771393998
2025-06-18,4.5,-0.2538249964484447,-0.2538249964484447
2025-06-19,3.75,-0.5447060048630178,-0.5447060048630178
2025-06-20,5.75,0.23097668424251036,0.23097668424251036
2025-06-23,3.0,-0.8355870132775908,-0.8355870132775908
2025-06-24,3.75,-0.5447060048630178,-0.5447060048630178
2025-06-25,3.25,-0.7386266771393998,-0.7386266771393998
2025-06-30,5.0,-0.05990432417206268,-0.05990432417206268
2025-07-01,3.25,-0.7386266771393998,-0.7386266771393998
2025-07-02,4.25,-0.3507853325866357,-0.3507853325866357
2025-07-04,4.5,-0.2538249964484447,-0.2538249964484447
2025-07-07,3.5,-0.6416663410012088,-0.6416663410012088
2025-07-08,1.5,-1.4173490301067369,-1.4173490301067369
