Date,"Volatility of Returns (Session:London 0-7 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-09-30,4.25,0.022681987284390845,0.022681987284390845
2024-10-01,5.75,0.7242702623654822,0.7242702623654822
2024-10-02,4.25,0.022681987284390845,0.022681987284390845
2024-10-03,2.75,-0.6789062877967006,-0.6789062877967006
2024-10-07,6.0,0.8412016415456641,0.8412016415456641
2024-10-08,3.75,-0.21118077107597297,-0.21118077107597297
2024-10-09,2.0,-1.0297004253372462,-1.0297004253372462
2024-10-14,3.5,-0.32811215025615487,-0.32811215025615487
2024-10-15,3.5,-0.32811215025615487,-0.32811215025615487
2024-10-16,3.5,-0.32811215025615487,-0.32811215025615487
2024-10-17,1.75,-1.1466318045174282,-1.1466318045174282
2024-10-18,2.75,-0.6789062877967006,-0.6789062877967006
2024-10-21,6.5,1.0750643999060279,1.0750643999060279
2024-10-22,2.0,-1.0297004253372462,-1.0297004253372462
2024-10-23,2.0,-1.0297004253372462,-1.0297004253372462
2024-10-24,4.25,0.022681987284390845,0.022681987284390845
2024-10-25,3.0,-0.5619749086165187,-0.5619749086165187
2024-10-28,4.25,0.022681987284390845,0.022681987284390845
2024-10-29,5.25,0.49040750400511846,0.49040750400511846
2024-11-04,4.25,0.022681987284390845,0.022681987284390845
2024-11-05,3.5,-0.32811215025615487,-0.32811215025615487
2024-11-06,10.25,2.8290350876087564,2.8290350876087564
2024-11-07,5.25,0.49040750400511846,0.49040750400511846
2024-11-08,5.5,0.6073388831853004,0.6073388831853004
2024-11-11,3.5,-0.32811215025615487,-0.32811215025615487
2024-11-12,5.0,0.37347612482493653,0.37347612482493653
2024-11-15,5.25,0.49040750400511846,0.49040750400511846
2024-11-18,4.75,0.25654474564475466,0.25654474564475466
2024-11-19,7.75,1.6597212958069374,1.6597212958069374
2024-11-20,3.5,-0.32811215025615487,-0.32811215025615487
2024-11-21,4.0,-0.09424939189579105,-0.09424939189579105
2024-11-22,4.25,0.022681987284390845,0.022681987284390845
2024-11-25,4.25,0.022681987284390845,0.022681987284390845
2024-11-26,2.5,-0.7958376669768824,-0.7958376669768824
2024-11-28,4.75,0.25654474564475466,0.25654474564475466
2024-12-02,5.5,0.6073388831853004,0.6073388831853004
2024-12-03,4.75,0.25654474564475466,0.25654474564475466
2024-12-04,3.5,-0.32811215025615487,-0.32811215025615487
2024-12-05,5.25,0.49040750400511846,0.49040750400511846
2024-12-09,5.75,0.7242702623654822,0.7242702623654822
2024-12-10,6.75,1.19199577908621,1.19199577908621
2024-12-13,3.75,-0.21118077107597297,-0.21118077107597297
2024-12-16,2.25,-0.9127690461570643,-0.9127690461570643
2024-12-17,4.75,0.25654474564475466,0.25654474564475466
2024-12-18,3.25,-0.44504352943633674,-0.44504352943633674
2024-12-23,3.0,-0.5619749086165187,-0.5619749086165187
2024-12-26,1.75,-1.1466318045174282,-1.1466318045174282
2024-12-27,4.5,0.13961336646457276,0.13961336646457276
2024-12-30,3.5,-0.32811215025615487,-0.32811215025615487
2024-12-31,2.5,-0.7958376669768824,-0.7958376669768824
2025-01-02,6.5,1.0750643999060279,1.0750643999060279
2025-01-03,2.75,-0.6789062877967006,-0.6789062877967006
2025-01-06,5.75,0.7242702623654822,0.7242702623654822
2025-01-07,3.75,-0.21118077107597297,-0.21118077107597297
2025-01-08,4.0,-0.09424939189579105,-0.09424939189579105
2025-01-09,2.75,-0.6789062877967006,-0.6789062877967006
2025-01-13,2.25,-0.9127690461570643,-0.9127690461570643
2025-01-16,2.75,-0.6789062877967006,-0.6789062877967006
2025-01-17,3.0,-0.5619749086165187,-0.5619749086165187
2025-01-20,3.0,-0.5619749086165187,-0.5619749086165187
2025-01-21,6.75,1.19199577908621,1.19199577908621
2025-01-22,3.75,-0.21118077107597297,-0.21118077107597297
2025-01-23,4.5,0.13961336646457276,0.13961336646457276
2025-01-24,4.0,-0.09424939189579105,-0.09424939189579105
2025-01-27,11.25,3.296760604329484,3.296760604329484
2025-01-28,3.75,-0.21118077107597297,-0.21118077107597297
2025-01-29,2.75,-0.6789062877967006,-0.6789062877967006
2025-02-03,5.25,0.49040750400511846,0.49040750400511846
2025-02-04,4.5,0.13961336646457276,0.13961336646457276
2025-02-05,4.5,0.13961336646457276,0.13961336646457276
2025-02-06,2.75,-0.6789062877967006,-0.6789062877967006
2025-02-10,3.0,-0.5619749086165187,-0.5619749086165187
2025-02-11,3.5,-0.32811215025615487,-0.32811215025615487
2025-02-14,2.75,-0.6789062877967006,-0.6789062877967006
2025-02-17,2.0,-1.0297004253372462,-1.0297004253372462
2025-02-18,1.75,-1.1466318045174282,-1.1466318045174282
2025-02-19,2.5,-0.7958376669768824,-0.7958376669768824
2025-02-20,2.75,-0.6789062877967006,-0.6789062877967006
2025-02-21,3.0,-0.5619749086165187,-0.5619749086165187
2025-02-24,2.5,-0.7958376669768824,-0.7958376669768824
2025-02-25,5.75,0.7242702623654822,0.7242702623654822
2025-02-26,3.75,-0.21118077107597297,-0.21118077107597297
2025-03-03,4.25,0.022681987284390845,0.022681987284390845
2025-03-04,5.75,0.7242702623654822,0.7242702623654822
2025-03-05,5.0,0.37347612482493653,0.37347612482493653
2025-03-06,5.0,0.37347612482493653,0.37347612482493653
2025-03-10,6.5,1.0750643999060279,1.0750643999060279
2025-03-11,5.75,0.7242702623654822,0.7242702623654822
2025-03-14,2.75,-0.6789062877967006,-0.6789062877967006
2025-03-17,3.25,-0.44504352943633674,-0.44504352943633674
2025-03-18,3.75,-0.21118077107597297,-0.21118077107597297
2025-03-19,3.25,-0.44504352943633674,-0.44504352943633674
2025-03-20,5.25,0.49040750400511846,0.49040750400511846
2025-03-21,4.5,0.13961336646457276,0.13961336646457276
2025-03-24,2.25,-0.9127690461570643,-0.9127690461570643
2025-03-25,4.75,0.25654474564475466,0.25654474564475466
2025-03-26,3.25,-0.44504352943633674,-0.44504352943633674
2025-03-31,3.5,-0.32811215025615487,-0.32811215025615487
2025-04-01,4.5,0.13961336646457276,0.13961336646457276
2025-04-02,6.25,0.958133020725846,0.958133020725846
2025-04-03,5.25,0.49040750400511846,0.49040750400511846
2025-04-04,15.0,5.0507312920322125,5.0507312920322125
2025-04-07,16.0,5.51845680875294,5.51845680875294
2025-04-08,6.0,0.8412016415456641,0.8412016415456641
2025-04-09,15.5,5.284594050392577,5.284594050392577
2025-04-14,6.75,1.19199577908621,1.19199577908621
2025-04-15,5.25,0.49040750400511846,0.49040750400511846
2025-04-16,5.5,0.6073388831853004,0.6073388831853004
2025-04-17,3.5,-0.32811215025615487,-0.32811215025615487
2025-04-21,3.75,-0.21118077107597297,-0.21118077107597297
2025-04-22,3.75,-0.21118077107597297,-0.21118077107597297
2025-04-23,5.5,0.6073388831853004,0.6073388831853004
2025-04-24,3.5,-0.32811215025615487,-0.32811215025615487
2025-04-25,4.25,0.022681987284390845,0.022681987284390845
2025-04-28,4.5,0.13961336646457276,0.13961336646457276
2025-04-29,3.75,-0.21118077107597297,-0.21118077107597297
2025-05-01,5.0,0.37347612482493653,0.37347612482493653
2025-05-05,2.0,-1.0297004253372462,-1.0297004253372462
2025-05-06,3.25,-0.44504352943633674,-0.44504352943633674
2025-05-07,3.25,-0.44504352943633674,-0.44504352943633674
2025-05-08,3.25,-0.44504352943633674,-0.44504352943633674
2025-05-09,3.0,-0.5619749086165187,-0.5619749086165187
2025-05-12,8.5,2.010515433347483,2.010515433347483
2025-05-14,3.5,-0.32811215025615487,-0.32811215025615487
2025-05-16,3.5,-0.32811215025615487,-0.32811215025615487
2025-05-19,5.25,0.49040750400511846,0.49040750400511846
2025-05-20,4.25,0.022681987284390845,0.022681987284390845
2025-05-21,4.0,-0.09424939189579105,-0.09424939189579105
2025-05-22,3.0,-0.5619749086165187,-0.5619749086165187
2025-05-23,3.5,-0.32811215025615487,-0.32811215025615487
2025-05-26,2.5,-0.7958376669768824,-0.7958376669768824
2025-05-27,3.25,-0.44504352943633674,-0.44504352943633674
2025-05-28,2.0,-1.0297004253372462,-1.0297004253372462
2025-06-02,4.0,-0.09424939189579105,-0.09424939189579105
2025-06-03,3.25,-0.44504352943633674,-0.44504352943633674
2025-06-04,2.75,-0.6789062877967006,-0.6789062877967006
2025-06-05,3.0,-0.5619749086165187,-0.5619749086165187
2025-06-09,2.75,-0.6789062877967006,-0.6789062877967006
2025-06-10,4.25,0.022681987284390845,0.022681987284390845
2025-06-13,7.5,1.5427899166267556,1.5427899166267556
2025-06-16,5.0,0.37347612482493653,0.37347612482493653
2025-06-17,3.25,-0.44504352943633674,-0.44504352943633674
2025-06-18,4.5,0.13961336646457276,0.13961336646457276
2025-06-19,3.75,-0.21118077107597297,-0.21118077107597297
2025-06-20,5.75,0.7242702623654822,0.7242702623654822
2025-06-23,3.0,-0.5619749086165187,-0.5619749086165187
2025-06-24,3.75,-0.21118077107597297,-0.21118077107597297
2025-06-25,3.25,-0.44504352943633674,-0.44504352943633674
2025-06-30,5.0,0.37347612482493653,0.37347612482493653
2025-07-01,3.25,-0.44504352943633674,-0.44504352943633674
2025-07-02,4.25,0.022681987284390845,0.022681987284390845
2025-07-04,4.5,0.13961336646457276,0.13961336646457276
2025-07-07,3.5,-0.32811215025615487,-0.32811215025615487
2025-07-08,4.0,-0.09424939189579105,-0.09424939189579105
2025-07-09,2.75,-0.6789062877967006,-0.6789062877967006
2025-07-10,2.75,-0.6789062877967006,-0.6789062877967006
2025-07-11,3.75,-0.21118077107597297,-0.21118077107597297
2025-07-14,1.75,-1.1466318045174282,-1.1466318045174282
2025-07-17,2.75,-0.6789062877967006,-0.6789062877967006
2025-07-18,2.25,-0.9127690461570643,-0.9127690461570643
2025-07-21,5.25,0.49040750400511846,0.49040750400511846
2025-07-22,3.0,-0.5619749086165187,-0.5619749086165187
2025-07-23,2.25,-0.9127690461570643,-0.9127690461570643
2025-07-24,1.75,-1.1466318045174282,-1.1466318045174282
2025-07-25,3.75,-0.21118077107597297,-0.21118077107597297
2025-07-28,3.75,-0.21118077107597297,-0.21118077107597297
2025-07-29,2.75,-0.6789062877967006,-0.6789062877967006
2025-08-04,3.75,-0.21118077107597297,-0.21118077107597297
2025-08-05,2.0059814453125,-1.0269027507377204,-1.0269027507377204
2025-08-06,2.0,-1.0297004253372462,-1.0297004253372462
